,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,1626164,Devin,Booker,Phoenix Suns,All-Rookie Team,1,2015-16,,,West,Award,Kia Motors,KIART,
1,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Month,,2020-21,2/1/2021,,West,Award,Kia Motors,KIPMO,
2,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2020-21,,2021-02-08T00:00:00,West,Award,Kia Motors,KIPWK,
3,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2020-21,,2021-02-22T00:00:00,West,Award,Kia Motors,KIPWK,
4,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2020-21,,2021-04-26T00:00:00,West,Award,Kia Motors,KIPWK,
5,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2021-22,,2021-11-22T00:00:00,West,Award,Kia Motors,KIPWK,
6,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2021-22,,2022-01-10T00:00:00,West,Award,Kia Motors,KIPWK,
7,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2021-22,,2022-03-21T00:00:00,West,Award,Kia Motors,KIPWK,
8,1626164,Devin,Booker,Phoenix Suns,All-NBA,1,2021-22,,,West,Award,Kia Motors,KIANT,
9,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2022-23,,2023-02-27T00:00:00,West,Award,Kia Motors,KIPWK,
10,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Month,,2022-23,11/1/2022,,West,Award,Kia Motors,KIPMO,
11,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2023-24,,2023-11-20T00:00:00,West,Award,Kia Motors,KIPWK,
12,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2023-24,,2024-01-22T00:00:00,West,Award,Kia Motors,KIPWK,
13,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Month,,2023-24,1/1/2024,,West,Award,Kia Motors,KIPMO,
14,1626164,Devin,Booker,USA,Olympic Gold Medal,,2020,,,,Award,Olympic,Gold,
15,1626164,Devin,Booker,Phoenix Suns,All-NBA,3,2023-24,,,West,Award,Kia Motors,KIANT,
16,1626164,Devin,Booker,,NBA All-Star,,2020-21,,,,Award,All-Star,,
17,1626164,Devin,Booker,,NBA All-Star,,2021-22,,,,Award,All-Star,,
18,1626164,Devin,Booker,,NBA All-Star,,2019-20,,,,Award,All-Star,,
19,1626164,Devin,Booker,,NBA All-Star,,2023-24,,,,Award,All-Star,,
20,1626164,Devin,Booker,USA,Olympic Gold Medal,,2024,,,,Award,Olympic,Gold,
21,1626164,Devin,Booker,Phoenix Suns,NBA Player of the Week,,2024-25,,2024-10-28T00:00:00,West,Award,Kia Motors,KIPWK,
