,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1626166,0022200220,NOV 16 2022,1610612744,Golden State,Warriors,GSW,PTS,29,1,2022-11-16T00:00:00
1,1626166,0022301093,APR 02 2024,1610612760,Oklahoma City,Thunder,OKC,REB,10,2,2024-04-02T00:00:00
2,1626166,0022301093,APR 02 2024,1610612760,Oklahoma City,Thunder,OKC,OREB,3,3,2024-04-02T00:00:00
3,1626166,0022300896,MAR 06 2024,1610612763,Memphis,Grizzlies,MEM,OREB,3,3,2024-03-06T00:00:00
4,1626166,0022300742,FEB 09 2024,1610612737,Atlanta,Hawks,ATL,OREB,3,3,2024-02-09T00:00:00
5,1626166,0022000941,APR 28 2021,1610612746,LA,Clippers,LAC,OREB,3,3,2021-04-28T00:00:00
6,1626166,0021701185,APR 06 2018,1610612738,Boston,Celtics,BOS,OREB,3,3,2018-04-06T00:00:00
7,1626166,0021701160,APR 03 2018,1610612766,Charlotte,Hornets,CHA,OREB,3,3,2018-04-03T00:00:00
8,1626166,0022301093,APR 02 2024,1610612760,Oklahoma City,Thunder,OKC,DREB,7,4,2024-04-02T00:00:00
9,1626166,0022101003,MAR 11 2022,1610612761,Toronto,Raptors,TOR,DREB,7,4,2022-03-11T00:00:00
10,1626166,0022100953,MAR 04 2022,1610612752,New York,Knicks,NYK,AST,16,5,2022-03-04T00:00:00
11,1626166,0022200334,DEC 02 2022,1610612745,Houston,Rockets,HOU,STL,4,6,2022-12-02T00:00:00
12,1626166,0022200094,OCT 30 2022,1610612745,Houston,Rockets,HOU,STL,4,6,2022-10-30T00:00:00
13,1626166,0021500627,JAN 19 2016,1610612743,Denver,Nuggets,DEN,STL,4,6,2016-01-19T00:00:00
14,1626166,0021500594,JAN 15 2016,1610612750,Minnesota,Timberwolves,MIN,STL,4,6,2016-01-15T00:00:00
15,1626166,0022400308,DEC 01 2024,1610612740,New Orleans,Pelicans,NOP,BLK,2,7,2024-12-01T00:00:00
16,1626166,0022400264,NOV 23 2024,1610612762,Utah,Jazz,UTA,BLK,2,7,2024-11-23T00:00:00
17,1626166,0022301129,APR 06 2024,1610612763,Memphis,Grizzlies,MEM,BLK,2,7,2024-04-06T00:00:00
18,1626166,0022301028,MAR 24 2024,1610612746,LA,Clippers,LAC,BLK,2,7,2024-03-24T00:00:00
19,1626166,0022201092,MAR 22 2023,1610612747,Los Angeles,Lakers,LAL,BLK,2,7,2023-03-22T00:00:00
20,1626166,0022200240,NOV 20 2022,1610612752,New York,Knicks,NYK,BLK,2,7,2022-11-20T00:00:00
21,1626166,0022000744,APR 02 2021,1610612760,Oklahoma City,Thunder,OKC,BLK,2,7,2021-04-02T00:00:00
22,1626166,0021701055,MAR 19 2018,1610612752,New York,Knicks,NYK,BLK,2,7,2018-03-19T00:00:00
23,1626166,0021700907,FEB 27 2018,1610612766,Charlotte,Hornets,CHA,BLK,2,7,2018-02-27T00:00:00
24,1626166,0022301080,MAR 31 2024,1610612761,Toronto,Raptors,TOR,FGM,9,8,2024-03-31T00:00:00
25,1626166,0022200220,NOV 16 2022,1610612744,Golden State,Warriors,GSW,FGM,9,8,2022-11-16T00:00:00
26,1626166,0022101003,MAR 11 2022,1610612761,Toronto,Raptors,TOR,FGM,9,8,2022-03-11T00:00:00
27,1626166,0022100961,MAR 06 2022,1610612749,Milwaukee,Bucks,MIL,FGM,9,8,2022-03-06T00:00:00
28,1626166,0022100153,NOV 08 2021,1610612758,Sacramento,Kings,SAC,FGM,9,8,2021-11-08T00:00:00
29,1626166,0022001024,MAY 09 2021,1610612747,Los Angeles,Lakers,LAL,FGM,9,8,2021-05-09T00:00:00
30,1626166,0021501215,APR 12 2016,1610612759,San Antonio,Spurs,SAS,FGA,20,9,2016-04-12T00:00:00
31,1626166,0021800056,OCT 24 2018,1610612766,Charlotte,Hornets,CHA,FG3M,7,10,2018-10-24T00:00:00
32,1626166,0021800056,OCT 24 2018,1610612766,Charlotte,Hornets,CHA,FG3A,11,11,2018-10-24T00:00:00
33,1626166,0022300762,FEB 12 2024,1610612739,Cleveland,Cavaliers,CLE,FTM,6,12,2024-02-12T00:00:00
34,1626166,0022100260,NOV 22 2021,1610612759,San Antonio,Spurs,SAS,FTM,6,12,2021-11-22T00:00:00
35,1626166,0022100953,MAR 04 2022,1610612752,New York,Knicks,NYK,FTA,7,13,2022-03-04T00:00:00
36,1626166,0022100260,NOV 22 2021,1610612759,San Antonio,Spurs,SAS,FTA,7,13,2021-11-22T00:00:00
