,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,202684,2011-12,00,1610612739,CLE,NR,NR,NR,155,159,159,,341,353,,110,65,114.0,15,93,47,318,229,38,122,160,151
1,202684,2012-13,00,1610612739,CLE,NR,NR,NR,44,63,81,38.0,333,338,,75,42,117.0,2,23,9,170,122,44,94,81,43
2,202684,2013-14,00,1610612739,CLE,NR,NR,NR,38,85,93,44.0,349,380,,49,34,108.0,5,20,13,226,192,112,120,90,52
3,202684,2014-15,00,1610612739,CLE,NR,NR,NR,75,136,178,,381,426,,81,59,117.0,5,38,19,326,225,47,171,146,67
4,202684,2015-16,00,1610612739,CLE,NR,NR,NR,72,156,210,,382,434,,93,64,115.0,2,22,12,268,206,65,231,156,59
5,202684,2016-17,00,1610612739,CLE,NR,NR,NR,58,143,201,,401,399,,138,78,,7,26,14,230,212,27,206,161,63
6,202684,2017-18,00,1610612739,CLE,NR,NR,NR,263,275,296,,445,492,,271,232,,45,136,103,348,339,215,300,291,231
7,202684,2018-19,00,1610612739,CLE,NR,NR,NR,243,205,241,,454,495,,212,186,,27,103,63,239,261,238,220,236,166
8,202684,2019-20,00,1610612739,CLE,NR,NR,NR,109,103,131,21.0,342,364,,126,93,,4,32,14,135,212,47,79,131,71
9,202684,2020-21,00,1610612738,BOS,NR,NR,NR,186,216,235,,480,486,,173,134,,13,64,36,263,283,103,177,230,159
10,202684,2021-22,00,1610612741,CHI,NR,NR,NR,300,272,296,,476,511,,231,164,,46,211,134,360,323,191,260,284,266
11,202684,2023-24,00,1610612739,CLE,NR,NR,NR,350,348,375,,498,524,,382,276,,110,297,253,321,367,267,320,367,323
12,202684,2024-25,00,1610612739,CLE,NR,NR,NR,412,404,403,,433,458,,397,323,,346,349,352,432,465,317,394,416,410
