,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629684,00,0,380,108,8710,946,2094,0.452,446,1184,0.377,386,499,0.774,362,1031,1393,552,203,200,387,974,2724
