TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612759,2024,00,Keldon Johnson,Keldon,keldon-johnson,0,F-G,6-5,220,"OCT 11, 1999",25.0,5,Kentucky,1629640,#29 Pick in 2019 Draft
1610612759,2024,00,Victor Wembanyama,Victor,victor-wembanyama,1,F-C,7-3,235,"JAN 04, 2004",21.0,1,Metropolitans 92,1641705,#1 Pick in 2023 Draft
1610612759,2024,00,Chris Paul,Chris,chris-paul,3,G,6-0,175,"MAY 06, 1985",39.0,19,Wake Forest,101108,Signed on 07/07/24
1610612759,2024,00,Stephon Castle,Stephon,stephon-castle,5,G,6-6,215,"NOV 01, 2004",20.0,R,Connecticut,1642264,#4 Pick in 2024 Draft
1610612759,2024,00,David Duke Jr.,David,david-duke-jr,7,G,6-4,204,"OCT 13, 1999",25.0,3,Providence,1630561,Signed on 12/14/23
1610612759,2024,00,Jeremy Sochan,Jeremy,jeremy-sochan,10,F,6-8,230,"MAY 20, 2003",21.0,2,Baylor,1631110,#9 Pick in 2022 Draft
1610612759,2024,00,Blake Wesley,Blake,blake-wesley,14,G,6-3,185,"MAR 16, 2003",21.0,2,Notre Dame,1631104,#25 Pick in 2022 Draft
1610612759,2024,00,Malaki Branham,Malaki,malaki-branham,22,F,6-4,180,"MAY 12, 2003",21.0,2,Ohio State,1631103,#20 Pick in 2022 Draft
1610612759,2024,00,Zach Collins,Zach,zach-collins,23,F-C,6-11,250,"NOV 19, 1997",27.0,6,Gonzaga,1628380,Signed on 08/11/21
1610612759,2024,00,Devin Vassell,Devin,devin-vassell,24,G-F,6-5,200,"AUG 23, 2000",24.0,4,Florida State,1630170,#11 Pick in 2020 Draft
1610612759,2024,00,Sidy Cissoko,Sidy,sidy-cissoko,25,G,6-6,200,"APR 02, 2004",20.0,1,NBA G League Ignite,1631321,#44 Pick in 2023 Draft
1610612759,2024,00,Riley Minix,Riley,riley-minix,27,F,6-7,230,"SEP 22, 2000",24.0,R,Morehead State,1642434,Signed on 07/20/24
1610612759,2024,00,Charles Bassey,Charles,charles-bassey,28,C-F,6-10,230,"OCT 28, 2000",24.0,3,Western Kentucky,1629646,Signed on 10/24/22
1610612759,2024,00,Julian Champagnie,Julian,julian-champagnie,30,F,6-7,217,"JUN 29, 2001",23.0,2,St. John's,1630577,
1610612759,2024,00,Tre Jones,Tre,tre-jones,33,G,6-1,185,"JAN 08, 2000",25.0,4,Duke,1630200,#41 Pick in 2020 Draft
1610612759,2024,00,Harrison Barnes,Harrison,harrison-barnes,40,F,6-8,225,"MAY 30, 1992",32.0,12,North Carolina,203084,Traded from SAC on 07/08/24
1610612759,2024,00,Sandro Mamukelashvili,Sandro,sandro-mamukelashvili,54,F-C,6-9,240,"MAY 23, 1999",25.0,3,Seton Hall,1630572,
1610612759,2024,00,Harrison Ingram,Harrison,harrison-ingram,55,F,6-5,230,"NOV 27, 2002",22.0,R,North Carolina,1631127,#48 Pick in 2024 Draft
