TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612744,2024,00,Gary Payton II,Gary,gary-payton-ii,0,G,6-2,195,"DEC 01, 1992",32.0,8,Oregon State,1627780,Traded from POR on 02/09/23
1610612744,2024,00,Jonathan Kuminga,Jonathan,jonathan-kuminga,00,F,6-7,225,"OCT 06, 2002",22.0,3,NBA G League Ignite,1630228,#7 Pick in 2021 Draft
1610612744,2024,00,Kyle Anderson,Kyle,kyle-anderson,1,F-G,6-9,230,"SEP 20, 1993",31.0,10,UCLA,203937,Traded from MIN on 07/06/24
1610612744,2024,00,Brandin Podziemski,Brandin,brandin-podziemski,2,G,6-4,205,"FEB 25, 2003",21.0,1,Santa Clara,1641764,#19 Pick in 2023 Draft
1610612744,2024,00,Moses Moody,Moses,moses-moody,4,G,6-5,211,"MAY 31, 2002",22.0,3,Arkansas,1630541,#14 Pick in 2021 Draft
1610612744,2024,00,Kevon Looney,Kevon,kevon-looney,5,F,6-9,222,"FEB 06, 1996",28.0,9,UCLA,1626172,#30 Pick in 2015 Draft
1610612744,2024,00,Buddy Hield,Buddy,buddy-hield,7,G,6-4,220,"DEC 17, 1992",32.0,8,Oklahoma,1627741,Traded from PHI on 07/06/24
1610612744,2024,00,Gui Santos,Gui,gui-santos,15,F,6-6,185,"JUN 22, 2002",22.0,1,Minas,1630611,#55 Pick in 2022 Draft
1610612744,2024,00,Quinten Post,Quinten,quinten-post,21,C,7-0,238,"MAR 21, 2000",24.0,R,Boston College,1642366,Draft Rights Traded from POR on 07/06/24
1610612744,2024,00,Andrew Wiggins,Andrew,andrew-wiggins,22,F,6-7,197,"FEB 23, 1995",29.0,10,Kansas,203952,Traded from MIN on 02/06/20
1610612744,2024,00,Draymond Green,Draymond,draymond-green,23,F,6-6,230,"MAR 04, 1990",34.0,12,Michigan State,203110,#35 Pick in 2012 Draft
1610612744,2024,00,Stephen Curry,Stephen,stephen-curry,30,G,6-2,185,"MAR 14, 1988",36.0,15,Davidson,201939,#7 Pick in 2009 Draft
1610612744,2024,00,Trayce Jackson-Davis,Trayce,trayce-jackson-davis,32,F,6-9,245,"FEB 22, 2000",24.0,1,Indiana,1631218,Draft Rights Traded from WAS on 06/23/23
1610612744,2024,00,Lindy Waters III,Lindy,lindy-waters-iii,43,F,6-6,210,"JUL 28, 1997",27.0,3,Oklahoma State,1630322,Traded from OKC on 06/27/24
1610612744,2024,00,Pat Spencer,Pat,pat-spencer,61,G,6-3,205,"JUL 04, 1996",28.0,1,Northwestern,1630311,Signed on 07/23/22
1610612744,2024,00,Dennis Schröder,Dennis,dennis-schröder,71,G,6-1,175,"SEP 15, 1993",31.0,11,Braunschweig,203471,Traded from BKN on 12/15/24
