TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612746,2024,00,James Harden,James,james-harden,1,G,6-5,220,"AUG 26, 1989",35.0,15,Arizona State,201935,Traded from PHI on 11/01/23
1610612746,2024,00,Kawhi Leonard,Kawhi,kawhi-leonard,2,F,6-7,225,"JUN 29, 1991",33.0,12,San Diego State,202695,Signed on 07/09/19
1610612746,2024,00,Mo Bamba,Mo,mo-bamba,4,C,7-0,231,"MAY 12, 1998",26.0,6,Texas,1628964,Signed on 07/03/24
1610612746,2024,00,Bones Hyland,Bones,bones-hyland,5,G,6-2,169,"SEP 14, 2000",24.0,3,Virginia Commonwealth,1630538,Traded from DEN on 02/09/23
1610612746,2024,00,Amir Coffey,Amir,amir-coffey,7,G-F,6-7,210,"JUN 17, 1997",27.0,5,Minnesota,1629599,Signed on 07/09/19
1610612746,2024,00,Kris Dunn,Kris,kris-dunn,8,G,6-3,205,"MAR 18, 1994",30.0,8,Providence,1627739,Traded from UTA on 07/18/24
1610612746,2024,00,Trentyn Flowers,Trentyn,trentyn-flowers,9,F,6-9,185,"MAR 08, 2005",19.0,R,Adelaide,1642280,Signed on 07/24/24
1610612746,2024,00,Jordan Miller,Jordan,jordan-miller,11,G,6-5,194,"JAN 23, 2000",24.0,1,Miami,1641757,#48 Pick in 2023 Draft
1610612746,2024,00,Cam Christie,Cam,cam-christie,12,G,6-6,190,"JUL 24, 2005",19.0,R,Minnesota,1642353,#46 Pick in 2024 Draft
1610612746,2024,00,Terance Mann,Terance,terance-mann,14,G-F,6-5,215,"OCT 18, 1996",28.0,5,Florida State,1629611,#48 Pick in 2019 Draft
1610612746,2024,00,P.J. Tucker,P.J.,pj-tucker,17,F,6-5,245,"MAY 05, 1985",39.0,13,Texas,200782,Traded from PHI on 11/01/23
1610612746,2024,00,Kobe Brown,Kobe,kobe-brown,21,F,6-7,250,"JAN 01, 2000",25.0,1,Missouri,1641738,#30 Pick in 2023 Draft
1610612746,2024,00,Kai Jones,Kai,kai-jones,23,C-F,6-11,221,"JAN 19, 2001",23.0,2,Texas,1630539,Signed on 04/14/24
1610612746,2024,00,Norman Powell,Norman,norman-powell,24,G,6-4,215,"MAY 25, 1993",31.0,9,UCLA,1626181,Traded from POR on 02/04/22
1610612746,2024,00,Nicolas Batum,Nicolas,nicolas-batum,33,G-F,6-8,230,"DEC 14, 1988",36.0,16,Le Mans,201587,Signed on 07/09/24
1610612746,2024,00,Ivica Zubac,Ivica,ivica-zubac,40,C,7-0,240,"MAR 18, 1997",27.0,8,Mega Basket,1627826,Traded from LAL on 02/07/19
1610612746,2024,00,Derrick Jones Jr.,Derrick,derrick-jones-jr,55,F,6-6,210,"FEB 15, 1997",27.0,8,UNLV,1627884,Signed on 07/09/24
1610612746,2024,00,Kevin Porter Jr.,Kevin,kevin-porter-jr,77,G-F,6-4,203,"MAY 04, 2000",24.0,4,Southern California,1629645,Signed on 07/10/24
