TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612749,2024,00,Damian Lillard,Damian,damian-lillard,0,G,6-2,195,"JUL 15, 1990",34.0,12,Weber State,203081,Traded from POR on 09/27/23
1610612749,2024,00,MarJon Beauchamp,MarJon,marjon-beauchamp,3,F,6-7,199,"OCT 12, 2000",24.0,2,NBA G League Ignite,1630699,#24 Pick in 2022 Draft
1610612749,2024,00,Gary Trent Jr.,Gary,gary-trent-jr,5,G,6-5,204,"JAN 18, 1999",26.0,6,Duke,1629018,Signed on 07/20/24
1610612749,2024,00,Chris Livingston,Chris,chris-livingston,7,F,6-6,220,"OCT 15, 2003",21.0,1,Kentucky,1641753,#58 Pick in 2023 Draft
1610612749,2024,00,Bobby Portis,Bobby,bobby-portis,9,F,6-10,250,"FEB 10, 1995",29.0,9,Arkansas,1626171,Signed on 11/24/20
1610612749,2024,00,Brook Lopez,Brook,brook-lopez,11,C,7-1,282,"APR 01, 1988",36.0,16,Stanford,201572,Signed on 07/17/18
1610612749,2024,00,Taurean Prince,Taurean,taurean-prince,12,F,6-6,218,"MAR 22, 1994",30.0,8,Baylor,1627752,Signed on 07/09/24
1610612749,2024,00,Ryan Rollins,Ryan,ryan-rollins,13,G,6-3,180,"JUL 03, 2002",22.0,2,Toledo,1631157,Signed on 02/20/24
1610612749,2024,00,Liam Robbins,Liam,liam-robbins,15,C,7-0,250,"JUL 12, 1999",25.0,R,Vanderbilt,1641857,Signed on 08/27/24
1610612749,2024,00,Stanley Umude,Stanley,stanley-umude,17,G,6-6,210,"APR 12, 1999",25.0,2,Arkansas,1630649,Signed on 07/09/24
1610612749,2024,00,AJ Green,AJ,aj-green,20,G,6-4,190,"SEP 27, 1999",25.0,2,Northern Iowa,1631260,Signed on 07/01/22
1610612749,2024,00,Tyler Smith,Tyler,tyler-smith,21,F,6-9,224,"NOV 02, 2004",20.0,R,NBA G League Ignite,1641890,#33 Pick in 2024 Draft
1610612749,2024,00,Khris Middleton,Khris,khris-middleton,22,F,6-7,222,"AUG 12, 1991",33.0,12,Texas A&M,203114,Traded from DET on 07/31/13
1610612749,2024,00,Pat Connaughton,Pat,pat-connaughton,24,G,6-5,209,"JAN 06, 1993",32.0,9,Notre Dame,1626192,Signed on 08/01/18
1610612749,2024,00,Giannis Antetokounmpo,Giannis,giannis-antetokounmpo,34,F,6-11,243,"DEC 06, 1994",30.0,11,Filathlitikos,203507,#15 Pick in 2013 Draft
1610612749,2024,00,Andre Jackson Jr.,Andre,andre-jackson-jr,44,G,6-6,209,"NOV 13, 2001",23.0,1,Connecticut,1641748,Draft Rights Traded from ORL on 06/22/23
1610612749,2024,00,Delon Wright,Delon,delon-wright,55,G,6-5,185,"APR 26, 1992",32.0,9,Utah,1626153,Signed on 07/06/24
1610612749,2024,00,AJ Johnson,AJ,aj-johnson,77,G,6-5,160,"DEC 01, 2004",20.0,R,Illawarra,1642358,#23 Pick in 2024 Draft
