TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612756,2024,00,Royce O'Neale,Royce,royce-oneale,00,F,6-6,226,"JUN 05, 1993",31.0,7,Baylor,1626220,Traded from BKN on 02/08/24
1610612756,2024,00,Ryan Dunn,Ryan,ryan-dunn,0,F,6-8,216,"JAN 07, 2003",22.0,R,Virginia,1642346,Draft Rights Traded from DEN on 06/26/24
1610612756,2024,00,Devin Booker,Devin,devin-booker,1,G,6-6,206,"OCT 30, 1996",28.0,9,Kentucky,1626164,#13 Pick in 2015 Draft
1610612756,2024,00,Josh Okogie,Josh,josh-okogie,2,G,6-4,213,"SEP 01, 1998",26.0,6,Georgia Tech,1629006,Signed on 07/02/22
1610612756,2024,00,Bradley Beal,Bradley,bradley-beal,3,G,6-4,207,"JUN 28, 1993",31.0,12,Florida,203078,Traded from WAS on 06/23/23
1610612756,2024,00,Oso Ighodaro,Oso,oso-ighodaro,4,F,7-0,235,"JUL 14, 2002",22.0,R,Marquette,1642345,Draft Rights Traded from NYK on 06/27/24
1610612756,2024,00,Grayson Allen,Grayson,grayson-allen,8,G,6-4,198,"OCT 08, 1995",29.0,6,Duke,1628960,Traded from MIL on 09/27/23
1610612756,2024,00,Damion Lee,Damion,damion-lee,10,G-F,6-6,210,"OCT 21, 1992",32.0,6,Drexel,1627814,Signed on 07/01/22
1610612756,2024,00,Bol Bol,Bol,bol-bol,11,C-F,7-3,220,"NOV 16, 1999",25.0,5,Oregon,1629626,Signed on 07/18/23
1610612756,2024,00,Collin Gillespie,Collin,collin-gillespie,12,G,6-1,195,"JUN 25, 1999",25.0,1,Villanova,1631221,Signed on 07/02/24
1610612756,2024,00,TyTy Washington Jr.,TyTy,tyty-washington-jr,14,G,6-3,195,"NOV 15, 2001",23.0,2,Kentucky,1631102,Signed on 08/02/24
1610612756,2024,00,Jalen Bridges,Jalen,jalen-bridges,15,F,6-8,225,"MAY 14, 2001",23.0,R,Baylor,1641779,Signed on 07/02/24
1610612756,2024,00,Jusuf Nurkić,Jusuf,jusuf-nurkić,20,C,7-0,290,"AUG 23, 1994",30.0,10,Cedevita,203994,Traded from POR on 09/27/23
1610612756,2024,00,Tyus Jones,Tyus,tyus-jones,21,G,6-1,196,"MAY 10, 1996",28.0,9,Duke,1626145,Signed on 07/29/24
1610612756,2024,00,Mason Plumlee,Mason,mason-plumlee,22,F-C,6-10,254,"MAR 05, 1990",34.0,11,Duke,203486,Signed on 07/03/24
1610612756,2024,00,Monté Morris,Monté,monté-morris,23,G,6-2,183,"JUN 27, 1995",29.0,7,Iowa State,1628420,Signed on 07/03/24
1610612756,2024,00,Kevin Durant,Kevin,kevin-durant,35,F,6-11,240,"SEP 29, 1988",36.0,16,Texas,201142,Traded from BKN on 02/09/23
