TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612758,2024,00,Malik Monk,Malik,malik-monk,0,G,6-3,200,"FEB 04, 1998",26.0,7,Kentucky,1628370,Signed on 07/06/22
1610612758,2024,00,Jordan McLaughlin,Jordan,jordan-mclaughlin,3,G,6-0,185,"APR 09, 1996",28.0,5,Southern California,1629162,Signed on 07/09/24
1610612758,2024,00,De'Aaron Fox,De'Aaron,deaaron-fox,5,G,6-3,185,"DEC 20, 1997",27.0,7,Kentucky,1628368,#5 Pick in 2017 Draft
1610612758,2024,00,Doug McDermott,Doug,doug-mcdermott,7,F,6-6,225,"JAN 03, 1992",33.0,10,Creighton,203926,Signed on 10/16/24
1610612758,2024,00,Mason Jones,Mason,mason-jones,8,G,6-4,200,"JUL 21, 1998",26.0,3,Arkansas,1630222,Signed on 02/09/24
1610612758,2024,00,Kevin Huerter,Kevin,kevin-huerter,9,G-F,6-7,198,"AUG 27, 1998",26.0,6,Maryland,1628989,Traded from ATL on 07/06/22
1610612758,2024,00,DeMar DeRozan,DeMar,demar-derozan,10,G-F,6-6,220,"AUG 07, 1989",35.0,15,Southern California,201942,Traded from CHI on 07/08/24
1610612758,2024,00,Domantas Sabonis,Domantas,domantas-sabonis,11,F-C,6-10,240,"MAY 03, 1996",28.0,8,Gonzaga,1627734,Traded from IND on 02/08/22
1610612758,2024,00,Keegan Murray,Keegan,keegan-murray,13,F,6-8,225,"AUG 19, 2000",24.0,2,Iowa,1631099,#4 Pick in 2022 Draft
1610612758,2024,00,Isaac Jones,Isaac,isaac-jones,17,F,6-9,245,"JUL 11, 2000",24.0,R,Washington State,1642403,Signed on 07/03/24
1610612758,2024,00,Colby Jones,Colby,colby-jones,20,G,6-6,207,"MAY 28, 2002",22.0,1,Xavier,1641732,Draft Rights Traded from BOS on 06/28/23
1610612758,2024,00,Devin Carter,Devin,devin-carter,22,G,6-2,195,"MAR 18, 2002",22.0,R,Providence,1642269,#13 Pick in 2024 Draft
1610612758,2024,00,Keon Ellis,Keon,keon-ellis,23,G,6-4,175,"JAN 08, 2000",24.0,2,Alabama,1631165,Signed on 07/02/22
1610612758,2024,00,Isaiah Crawford,Isaiah,isaiah-crawford,24,F,6-6,220,"NOV 01, 2001",23.0,R,Louisiana Tech,1642384,Signed on 07/02/24
1610612758,2024,00,Alex Len,Alex,alex-len,25,C,7-0,250,"JUN 16, 1993",31.0,11,Maryland,203458,Signed on 08/13/21
1610612758,2024,00,Trey Lyles,Trey,trey-lyles,41,F,6-9,234,"NOV 05, 1995",29.0,9,Kentucky,1626168,Traded from DET on 02/10/22
1610612758,2024,00,Orlando Robinson,Orlando,orlando-robinson,77,C,6-10,235,"JUL 10, 2000",24.0,2,Fresno State,1631115,Signed on 08/07/24
1610612758,2024,00,Jae Crowder,Jae,jae-crowder,99,F,6-6,235,"JUL 06, 1990",34.0,12,Marquette,203109,Signed on 11/27/24
