,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,101108,2007-08,00,1610616834,WST,23.0,1,0,27,7,14,0.5,2,6,0.333,0,0,0.0,2,1,3,14,4,0,2,5,16
1,101108,2008-09,00,1610616834,WST,24.0,1,1,29,7,14,0.5,0,1,0.0,0,0,0.0,1,6,7,14,3,0,1,4,14
2,101108,2010-11,00,1610616834,WST,26.0,1,1,29,3,7,0.429,2,3,0.667,2,2,1.0,1,3,4,7,5,0,3,3,10
3,101108,2011-12,00,1610616834,WST,27.0,1,1,31,3,7,0.429,2,5,0.4,0,0,0.0,0,5,5,12,1,0,2,1,8
4,101108,2012-13,00,1610616834,WST,28.0,1,1,27,7,10,0.7,4,5,0.8,2,3,0.667,0,0,0,15,4,0,3,0,20
5,101108,2013-14,00,1610616834,WST,29.0,1,0,24,4,9,0.444,1,4,0.25,2,2,1.0,2,2,4,13,3,0,3,1,11
6,101108,2014-15,00,1610616834,WST,30.0,1,0,27,6,13,0.462,0,3,0.0,0,0,0.0,1,5,6,15,2,0,2,0,12
7,101108,2015-16,00,1610616834,WST,31.0,1,0,19,5,7,0.714,4,6,0.667,0,0,0.0,0,4,4,16,1,0,4,1,14
8,101108,2019-20,00,1610616834,LBN,35.0,1,0,26,8,13,0.615,7,11,0.636,0,0,0.0,0,2,2,6,0,0,2,4,23
9,101108,2020-21,00,1610616834,LBN,36.0,1,0,31,3,6,0.5,0,3,0.0,0,0,0.0,1,7,8,16,3,0,3,3,6
10,101108,2021-22,00,1610616834,LBN,37.0,1,0,2,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0
