,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,101108,2007-08,00,1610612740,NOH,NR,NR,NR,20,10,12,12.0,52,50,,13,13,44.0,39,37,38,2,5,78,25,12,9
1,101108,2008-09,00,1610612740,NOH,NR,NR,NR,78,69,62,49.0,59,58,49.0,64,68,19.0,101,86,92,16,51,141,26,66,67
2,101108,2010-11,00,1610612740,NOH,NR,NR,NR,56,44,50,3.0,29,49,7.0,21,21,36.0,107,39,48,9,32,131,27,34,24
3,101108,2011-12,00,1610612746,LAC,NR,NR,NR,27,19,18,33.0,26,25,35.0,16,21,10.0,92,30,45,7,6,107,9,20,18
4,101108,2012-13,00,1610612746,LAC,NR,NR,NR,70,38,51,7.0,59,61,50.0,29,36,9.0,108,87,93,22,34,146,81,40,38
5,101108,2013-14,00,1610612746,LAC,NR,NR,NR,23,16,15,29.0,7,13,11.0,22,22,45.0,53,42,43,2,4,132,10,15,11
6,101108,2014-15,00,1610612746,LAC,NR,NR,NR,27,10,16,18.0,14,19,19.0,15,20,8.0,71,34,41,6,13,63,16,10,10
7,101108,2015-16,00,1610612746,LAC,NR,NR,NR,112,57,57,14.0,66,65,47.0,58,78,1.0,102,125,124,33,43,143,126,57,58
8,101108,2016-17,00,1610612746,LAC,NR,NR,NR,50,19,23,20.0,37,41,39.0,25,28,14.0,101,55,65,10,28,109,26,20,21
9,101108,2017-18,00,1610612745,HOU,NR,NR,NR,20,8,10,37.0,11,12,33.0,11,16,20.0,49,12,19,7,3,60,17,8,10
10,101108,2018-19,00,1610612745,HOU,NR,NR,NR,32,28,28,40.0,33,21,76.0,19,20,30.0,41,31,36,19,7,33,11,26,24
11,101108,2019-20,00,1610612760,OKC,NR,NR,NR,56,39,39,20.0,46,48,49.0,40,46,16.0,102,39,49,31,33,60,28,38,40
12,101108,2020-21,00,1610612756,PHX,NR,NR,NR,9,8,7,21.0,24,30,13.0,10,12,18.0,53,27,29,2,5,64,7,8,7
13,101108,2021-22,00,1610612756,PHX,NR,NR,NR,27,17,30,12.0,34,41,33.0,26,29,3.0,72,42,43,5,13,86,15,21,15
14,101108,2022-23,00,1610612756,PHX,NR,NR,NR,51,56,52,,76,69,,128,120,,91,56,70,23,26,45,83,63,49
