,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,1629029,Luka,Doncic,Dallas Mavericks,All-Rookie Team,1,2018-19,,,West,Award,Kia Motors,KIART,
1,1629029,Luka,Doncic,Dallas Mavericks,All-NBA,1,2019-20,,,West,Award,Kia Motors,KIANT,
2,1629029,Luka,Doncic,Dallas Mavericks,All-NBA,1,2020-21,,,West,Award,Kia Motors,KIANT,
3,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Month,,2019-20,10/1/2019,,West,Award,Kia Motors,KIPMO,
4,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2019-20,,2019-11-18T00:00:00,West,Award,Kia Motors,KIPWK,
5,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2020-21,,2021-01-04T00:00:00,West,Award,Kia Motors,KIPWK,
6,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2020-21,,2021-03-29T00:00:00,West,Award,Kia Motors,KIPWK,
7,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2020-21,,2021-04-19T00:00:00,West,Award,Kia Motors,KIPWK,
8,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Month,,2018-19,1/1/2019,1900-01-01T12:00:00,West,Award,Kia Motors,KIRMO,
9,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Month,,2018-19,11/1/2018,1900-01-01T12:00:00,West,Award,Kia Motors,KIRMO,
10,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Month,,2018-19,12/1/2018,1900-01-01T12:00:00,West,Award,Kia Motors,KIRMO,
11,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Month,,2018-19,2/1/2019,1900-01-01T12:00:00,West,Award,Kia Motors,KIRMO,
12,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Month,,2018-19,3/1/2019,1900-01-01T12:00:00,West,Award,Kia Motors,KIRMO,
13,1629029,Luka,Doncic,Dallas Mavericks,NBA Rookie of the Year,,2018-19,,,West,Award,Kia Motors,KIROY,
14,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2021-22,,2022-02-07T00:00:00,West,Award,Kia Motors,KIPWK,
15,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Month,,2021-22,2/1/2022,,West,Award,Kia Motors,KIPMO,
16,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2021-22,,2022-03-07T00:00:00,West,Award,Kia Motors,KIPWK,
17,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2021-22,,2022-04-04T00:00:00,West,Award,Kia Motors,KIPWK,
18,1629029,Luka,Doncic,Dallas Mavericks,All-NBA,1,2021-22,,,West,Award,Kia Motors,KIANT,
19,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2022-23,,2022-12-26T00:00:00,West,Award,Kia Motors,KIPWK,
20,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2022-23,,2022-12-19T00:00:00,West,Award,Kia Motors,KIPWK,
21,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Month,,2022-23,12/1/2022,,West,Award,Kia Motors,KIPMO,
22,1629029,Luka,Doncic,Dallas Mavericks,All-NBA,1,2022-23,,,West,Award,Kia Motors,KIANT,
23,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2023-24,,2023-12-11T00:00:00,West,Award,Kia Motors,KIPWK,
24,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2023-24,,2024-02-05T00:00:00,West,Award,Kia Motors,KIPWK,
25,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2023-24,,2024-03-04T00:00:00,West,Award,Kia Motors,KIPWK,
26,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Month,,2023-24,2/1/2024,,West,Award,Kia Motors,KIPMO,
27,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Week,,2023-24,,2024-03-25T00:00:00,West,Award,Kia Motors,KIPWK,
28,1629029,Luka,Doncic,Dallas Mavericks,NBA Player of the Month,,2023-24,3/1/2024,,West,Award,Kia Motors,KIPMO,
29,1629029,Luka,Doncic,Dallas Mavericks,All-NBA,1,2023-24,,,West,Award,Kia Motors,KIANT,
30,1629029,Luka,Doncic,,NBA All-Star,,2019-20,,,,Award,All-Star,,
31,1629029,Luka,Doncic,,NBA All-Star,,2020-21,,,,Award,All-Star,,
32,1629029,Luka,Doncic,,NBA All-Star,,2021-22,,,,Award,All-Star,,
33,1629029,Luka,Doncic,,NBA All-Star,,2022-23,,,,Award,All-Star,,
34,1629029,Luka,Doncic,,NBA All-Star,,2023-24,,,,Award,All-Star,,
