,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1631094,00,0,39,39,1286,245,513,0.478,44,130,0.338,137,188,0.729,68,236,304,124,41,36,92,75,671
