,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,202710,Jimmy,Butler,Chicago Bulls,All-Defensive Team,2,2013-14,,,1610612741,Award,Kia Motors,KIADT,
1,202710,Jimmy,Butler,Chicago Bulls,All-Defensive Team,2,2014-15,,,1610612741,Award,Kia Motors,KIADT,
2,202710,Jimmy,Butler,Chicago Bulls,All-Defensive Team,2,2015-16,,,East,Award,Kia Motors,KIADT,
3,202710,Jimmy,Butler,Minnesota Timberwolves,All-Defensive Team,2,2017-18,,,West,Award,Kia Motors,KIADT,
4,202710,Jimmy,Butler,Miami Heat,All-Defensive Team,2,2020-21,,,East,Award,Kia Motors,KIADT,
5,202710,Jimmy,Butler,Chicago Bulls,All-NBA,3,2016-17,,,East,Award,Kia Motors,KIANT,
6,202710,Jimmy,Butler,Minnesota Timberwolves,All-NBA,3,2017-18,,,West,Award,Kia Motors,KIANT,
7,202710,Jimmy,Butler,Miami Heat,All-NBA,3,2019-20,,,East,Award,Kia Motors,KIANT,
8,202710,Jimmy,Butler,Miami Heat,All-NBA,3,2020-21,,,East,Award,Kia Motors,KIANT,
9,202710,Jimmy,Butler,Chicago Bulls,NBA Most Improved Player,,2014-15,,,,Award,Kia Motors,KIMIP,
10,202710,Jimmy,Butler,Chicago Bulls,NBA Player of the Month,,2014-15,11/1/2014,,East,Award,Kia Motors,KIPMO,
11,202710,Jimmy,Butler,Chicago Bulls,NBA Player of the Week,,2014-15,,2014-12-22T00:00:00,East,Award,Kia Motors,KIPWK,
12,202710,Jimmy,Butler,Chicago Bulls,NBA Player of the Week,,2016-17,,2016-11-21T00:00:00,East,Award,Kia Motors,KIPWK,
13,202710,Jimmy,Butler,Chicago Bulls,NBA Player of the Week,,2016-17,,2017-01-09T00:00:00,East,Award,Kia Motors,KIPWK,
14,202710,Jimmy,Butler,Chicago Bulls,NBA Player of the Week,,2016-17,,2017-04-03T00:00:00,East,Award,Kia Motors,KIPWK,
15,202710,Jimmy,Butler,Miami Heat,NBA Player of the Week,,2019-20,,2019-12-02T00:00:00,East,Award,Kia Motors,KIPWK,
16,202710,Jimmy,Butler,Miami Heat,NBA Player of the Week,,2021-22,,2021-10-25T00:00:00,East,Award,Kia Motors,KIPWK,
17,202710,Jimmy,Butler,Miami Heat,All-NBA,2,2022-23,,,East,Award,Kia Motors,KIANT,
18,202710,Jimmy,Butler,USA,Olympic Gold Medal,,2016,,,,Award,Olympic,Gold,
19,202710,Jimmy,Butler,,NBA All-Star,,2014-15,,,,Award,All-Star,,
20,202710,Jimmy,Butler,,NBA All-Star,,2015-16,,,,Award,All-Star,,
21,202710,Jimmy,Butler,,NBA All-Star,,2016-17,,,,Award,All-Star,,
22,202710,Jimmy,Butler,,NBA All-Star,,2019-20,,,,Award,All-Star,,
23,202710,Jimmy,Butler,,NBA All-Star,,2017-18,,,,Award,All-Star,,
24,202710,Jimmy,Butler,,NBA All-Star,,2021-22,,,,Award,All-Star,,
