,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203999,00,0,80,80,3038,847,1596,0.531,138,354,0.39,381,455,0.837,257,724,981,600,88,70,256,266,2213
