,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,1627783,Pascal,Siakam,Toronto Raptors,All-NBA,2,2019-20,,,East,Award,Kia Motors,KIANT,
1,1627783,Pascal,Siakam,Toronto Raptors,NBA Most Improved Player,,2018-19,,,East,Award,Kia Motors,KIMIP,
2,1627783,Pascal,Siakam,Toronto Raptors,NBA Player of the Week,,2018-19,,2018-11-05T00:00:00,East,Award,Kia Motors,KIPWK,
3,1627783,Pascal,Siakam,Toronto Raptors,NBA Player of the Week,,2019-20,,2019-10-28T00:00:00,East,Award,Kia Motors,KIPWK,
4,1627783,Pascal,Siakam,Toronto Raptors,NBA Player of the Week,,2019-20,,2020-01-20T00:00:00,East,Award,Kia Motors,KIPWK,
5,1627783,Pascal,Siakam,Toronto Raptors,NBA Player of the Week,,2021-22,,2022-01-31T00:00:00,East,Award,Kia Motors,KIPWK,
6,1627783,Pascal,Siakam,Toronto Raptors,All-NBA,3,2021-22,,,East,Award,Kia Motors,KIANT,
7,1627783,Pascal,Siakam,Toronto Raptors,NBA Player of the Week,,2022-23,,2022-12-19T00:00:00,East,Award,Kia Motors,KIPWK,
8,1627783,Pascal,Siakam,,NBA All-Star,,2019-20,,,,Award,All-Star,,
9,1627783,Pascal,Siakam,,NBA All-Star,,2022-23,,,,Award,All-Star,,
10,1627783,Pascal,Siakam,Toronto Raptors,NBA Champion,,2018-19,,,,Award,Champion,,
