,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1628368,00,0,7,7,270,70,165,0.424,21,63,0.333,31,41,0.756,12,26,38,54,15,4,28,23,192
