,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201145,2009-10,00,1610612760,OKC,NR,NR,NR,64,79,65,61.0,49,43,55.0,66,69,20.0,80,72,76,85,85,65,89,72,90
1,201145,2010-11,00,1610612738,BOS,NR,NR,NR,83,76,78,,42,60,15.0,65,63,,80,79,87,135,70,54,55,73,89
2,201145,2012-13,00,1610612738,BOS,NR,NR,NR,56,58,54,45.0,48,57,9.0,24,26,18.0,81,69,81,72,109,55,35,47,61
3,201145,2014-15,00,1610612763,MEM,NR,NR,NR,46,57,40,,77,69,,42,47,24.0,58,36,43,59,74,51,34,57,70
4,201145,2015-16,00,1610612746,LAC,NR,NR,NR,95,94,95,,77,97,,58,47,50.0,116,100,108,132,65,92,137,86,105
5,201145,2017-18,00,1610612739,CLE,NR,NR,NR,18,32,23,,26,22,,26,24,,66,37,42,29,52,8,34,30,41
6,201145,2019-20,00,1610612745,HOU,NR,NR,NR,41,41,45,18.0,27,31,23.0,63,65,,79,29,40,56,61,42,44,43,44
7,201145,2020-21,00,1610612751,BKN,NR,NR,NR,93,109,116,,67,95,,99,105,,96,110,111,88,90,89,126,104,103
8,201145,2021-22,00,1610612743,DEN,NR,NR,NR,123,153,145,,120,132,,118,128,,72,127,115,163,110,86,151,153,139
9,201145,2022-23,00,1610612743,DEN,NR,NR,NR,40,72,72,,76,69,,52,61,,86,74,81,70,75,32,67,66,74
