,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201988,2009-10,00,1610612757,POR,NR,NR,NR,171,162,171,,91,120,,154,163,,171,182,185,125,155,128,154,164,166
1,201988,2010-11,00,1610612757,POR,NR,NR,NR,184,182,175,,110,118,,160,163,,162,170,172,171,160,131,156,183,190
2,201988,2011-12,00,1610612759,SAS,NR,NR,NR,161,144,154,,77,90,,161,167,,148,171,166,109,136,139,132,146,149
3,201988,2012-13,00,1610612759,SAS,NR,NR,NR,166,149,155,,90,99,,167,169,,141,176,172,144,163,146,167,152,160
4,201988,2013-14,00,1610612759,SAS,NR,NR,NR,42,28,30,,7,8,21.0,89,95,,123,61,77,32,14,101,57,31,40
5,201988,2014-15,00,1610612759,SAS,NR,NR,NR,114,86,100,,27,47,4.0,68,85,1.0,95,108,111,102,113,136,101,73,82
6,201988,2015-16,00,1610612759,SAS,NR,NR,NR,90,83,83,,34,38,27.0,100,92,,176,114,135,45,59,143,82,80,91
7,201988,2016-17,00,1610612759,SAS,NR,NR,NR,22,28,21,,10,10,43.0,46,53,,88,59,67,18,23,109,22,21,37
8,201988,2017-18,00,1610612759,SAS,NR,NR,NR,86,91,84,50.0,42,43,34.0,130,132,,126,143,147,78,106,110,73,88,111
9,201988,2018-19,00,1610612759,SAS,NR,NR,NR,88,114,97,,105,77,,110,94,,143,113,123,39,48,96,126,118,112
10,201988,2021-22,00,1610612751,BKN,NR,NR,NR,142,134,153,,82,107,2.0,176,180,,180,165,173,191,177,106,167,135,153
11,201988,2022-23,00,1610612751,BKN,NR,NR,NR,200,189,192,,153,152,,162,164,,165,198,201,184,159,147,182,194,213
12,201988,2023-24,00,1610612748,MIA,NR,NR,NR,146,138,134,,106,113,,118,118,,140,203,194,139,135,142,154,134,157
