,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,2,2010-11,,,1610612760,Award,Kia Motors,KIANT,
1,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,2,2011-12,,,1610612760,Award,Kia Motors,KIANT,
2,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,2,2012-13,,,1610612760,Award,Kia Motors,KIANT,
3,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,2,2014-15,,,1610612760,Award,Kia Motors,KIANT,
4,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,1,2015-16,,,West,Award,Kia Motors,KIANT,
5,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,1,2016-17,,,West,Award,Kia Motors,KIANT,
6,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,2,2017-18,,,West,Award,Kia Motors,KIANT,
7,201566,Russell,Westbrook,Oklahoma City Thunder,All-NBA,3,2018-19,,,West,Award,Kia Motors,KIANT,
8,201566,Russell,Westbrook,Houston Rockets,All-NBA,3,2019-20,,,West,Award,Kia Motors,KIANT,
9,201566,Russell,Westbrook,Oklahoma City Thunder,All-Rookie Team,1,2008-09,,,1610612760,Award,Kia Motors,KIART,
10,201566,Russell,Westbrook,Oklahoma City Thunder,NBA All-Star Most Valuable Player,,2014-15,,,,Award,Kia Motors,KAMVP,
11,201566,Russell,Westbrook,Oklahoma City Thunder,NBA All-Star Most Valuable Player,,2015-16,,,,Award,Kia Motors,KAMVP,
12,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Most Valuable Player,(null),2016-17,,,West,Award,Kia Motors,KIMVP,(null)
13,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2014-15,2/1/2015,,West,Award,Kia Motors,KIPMO,
14,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2014-15,3/1/2015,,West,Award,Kia Motors,KIPMO,
15,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2014-15,4/1/2015,,West,Award,Kia Motors,KIPMO,
16,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2015-16,12/1/2015,,West,Award,Kia Motors,KIPMO,
17,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2015-16,3/1/2016,,West,Award,Kia Motors,KIPMO,
18,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2016-17,11/1/2016,,West,Award,Kia Motors,KIPMO,
19,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2016-17,2/1/2017,,West,Award,Kia Motors,KIPMO,
20,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Month,,2017-18,12/1/2017,,West,Award,Kia Motors,KIPMO,
21,201566,Russell,Westbrook,Washington Wizards,NBA Player of the Month,,2020-21,5/1/2021,,East,Award,Kia Motors,KIPMO,
22,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Week,,2009-10,,2010-02-08T00:00:00,West,Award,Kia Motors,KIPWK,
23,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Week,,2010-11,,2010-11-22T00:00:00,West,Award,Kia Motors,KIPWK,
24,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Week,,2010-11,,2010-12-06T00:00:00,West,Award,Kia Motors,KIPWK,
25,201566,Russell,Westbrook,Oklahoma City Thunder,NBA Player of the Week,,2010-11,,2011-01-17T00:00:00,West,Award,Kia Motors,KIPWK,
