,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201566,2009-10,00,1610612760,OKC,NR,NR,NR,65,45,54,24.0,60,71,13.0,33,39,23.0,49,58,60,20,29,94,50,46,39
1,201566,2010-11,00,1610612760,OKC,NR,NR,NR,12,7,6,48.0,23,20,52.0,4,5,14.0,12,23,23,4,7,40,1,6,8
2,201566,2011-12,00,1610612760,OKC,NR,NR,NR,8,4,3,29.0,15,11,48.0,6,6,30.0,22,11,14,3,4,31,6,4,6
3,201566,2012-13,00,1610612760,OKC,NR,NR,NR,138,103,100,,90,88,,69,81,,141,114,120,72,67,146,87,101,108
4,201566,2013-14,00,1610612760,OKC,NR,NR,NR,6,4,2,53.0,11,5,56.0,1,1,13.0,3,10,8,1,1,34,1,3,3
5,201566,2015-16,00,1610612760,OKC,NR,NR,NR,11,5,6,47.0,9,9,42.0,2,2,24.0,8,12,11,1,2,92,1,5,3
6,201566,2016-17,00,1610612760,OKC,NR,NR,NR,78,24,19,58.0,40,27,67.0,12,12,36.0,53,26,29,13,28,83,13,19,28
7,201566,2017-18,00,1610612760,OKC,NR,NR,NR,60,23,20,63.0,36,40,39.0,26,29,23.0,41,24,28,17,42,143,13,24,40
8,201566,2018-19,00,1610612760,OKC,NR,NR,NR,67,52,41,68.0,57,53,59.0,38,49,13.0,74,48,58,22,68,69,23,51,54
9,201566,2019-20,00,1610612745,HOU,NR,NR,NR,55,35,31,44.0,91,69,,56,38,,43,44,45,31,28,79,20,40,53
10,201566,2020-21,00,1610612764,WAS,NR,NR,NR,75,74,55,66.0,103,86,84.0,25,22,41.0,38,44,44,14,110,113,27,60,53
11,201566,2022-23,00,1610612746,LAC,NR,NR,NR,67,50,45,64.0,68,69,52.0,42,51,14.0,64,58,62,33,66,32,30,48,52
12,201566,2023-24,00,1610612746,LAC,NR,NR,NR,117,110,85,,103,97,,78,70,,81,86,87,86,49,68,62,111,124
