,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203486,2013-14,00,1610612751,BKN,24.0,7,1,141,9,22,0.409,0,1,0.0,16,27,0.593,7,36,43,8,6,6,14,11,34
1,203486,2014-15,00,1610612751,BKN,25.0,6,3,135,31,52,0.596,0,0,0.0,15,32,0.469,14,32,46,5,5,7,24,19,77
2,203486,2015-16,00,1610612757,POR,26.0,7,7,149,20,29,0.69,0,0,0.0,5,16,0.313,8,30,38,11,5,3,15,19,45
3,203486,2016-17,00,1610612757,POR,27.0,7,7,139,21,41,0.512,0,0,0.0,12,20,0.6,14,31,45,25,8,4,13,26,54
4,203486,2017-18,00,1610612743,DEN,28.0,5,1,105,17,25,0.68,0,0,0.0,9,19,0.474,13,25,38,12,2,4,11,11,43
5,203486,2018-19,00,1610612743,DEN,29.0,5,0,99,25,37,0.676,0,0,0.0,10,18,0.556,13,17,30,11,1,3,12,15,60
6,203486,2019-20,00,1610612743,DEN,30.0,7,3,154,23,31,0.742,1,2,0.5,18,31,0.581,7,33,40,33,8,5,15,21,65
7,203486,2020-21,00,1610612765,DET,31.0,4,4,86,9,15,0.6,0,0,0.0,2,5,0.4,3,16,19,7,7,1,5,8,20
8,203486,2021-22,00,1610612766,CHA,32.0,2,2,39,2,3,0.667,0,0,0.0,0,0,0.0,3,8,11,5,1,0,6,5,4
9,203486,2022-23,00,1610612766,CHA,33.0,5,5,87,11,22,0.5,0,0,0.0,13,20,0.65,7,28,35,13,3,4,5,12,35
10,203486,2023-24,00,1610612746,LAC,34.0,3,0,38,6,8,0.75,0,0,0.0,3,5,0.6,4,9,13,5,3,2,6,7,15
11,203486,2024-25,00,1610612756,PHX,34.0,5,4,79,8,16,0.5,0,0,0.0,7,10,0.7,7,19,26,9,3,1,7,5,23
