,GAME_ID,GAME_DATE,GAME_TIME,LOCATION,PLAYER_TEAM_ID,PLAYER_TEAM_CITY,PLAYER_TEAM_NICKNAME,PLAYER_TEAM_ABBREVIATION,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NICKNAME,VS_TEAM_ABBREVIATION
0,0022400498,JAN 06 2025,08:00 PM,A,1610612759,San Antonio,Spurs,SAS,1610612741,Chicago,Bulls,CHI
