,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203468,2014-15,00,1610612757,POR,23.0,7,1,155,22,54,0.407,7,21,0.333,19,20,0.95,4,13,17,12,8,0,12,18,70
1,203468,2015-16,00,1610612757,POR,24.0,7,7,217,49,118,0.415,17,42,0.405,13,16,0.813,4,14,18,31,4,2,15,16,128
2,203468,2016-17,00,1610612757,POR,25.0,7,7,188,40,109,0.367,11,28,0.393,5,8,0.625,6,14,20,27,8,2,13,15,96
3,203468,2017-18,00,1610612757,POR,26.0,5,5,124,23,66,0.348,11,27,0.407,10,12,0.833,2,14,16,14,8,4,8,11,67
4,203468,2018-19,00,1610612757,POR,27.0,4,4,89,23,46,0.5,7,18,0.389,7,10,0.7,2,17,19,16,2,2,7,6,60
5,203468,2019-20,00,1610612757,POR,28.0,5,5,123,36,63,0.571,14,26,0.538,8,14,0.571,1,10,11,14,4,2,12,10,94
6,203468,2020-21,00,1610612757,POR,29.0,4,4,93,25,57,0.439,11,22,0.5,9,11,0.818,1,9,10,11,5,3,9,10,70
7,203468,2021-22,00,1610612757,POR,30.0,3,3,64,19,46,0.413,8,22,0.364,2,2,1.0,1,3,4,10,3,0,5,3,48
8,203468,2022-23,00,1610612740,NOP,31.0,3,3,58,6,23,0.261,4,11,0.364,2,6,0.333,1,6,7,14,3,0,5,2,18
9,203468,2023-24,00,1610612740,NOP,32.0,4,4,86,17,43,0.395,9,22,0.409,4,4,1.0,3,7,10,10,2,4,11,5,47
10,203468,2024-25,00,1610612740,NOP,33.0,3,3,57,10,30,0.333,7,22,0.318,0,0,0.0,2,10,12,5,1,2,3,3,27
