,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203468,2013-14,00,1610612757,POR,22.0,6,0,24,1,11,0.091,0,5,0.0,2,2,1.0,0,1,1,0,0,0,1,2,4
1,203468,2014-15,00,1610612757,POR,23.0,5,1,166,32,67,0.478,11,23,0.478,10,13,0.769,1,19,20,2,6,1,6,13,85
2,203468,2015-16,00,1610612757,POR,24.0,11,11,442,84,197,0.426,20,58,0.345,37,46,0.804,7,33,40,36,10,5,20,30,225
3,203468,2016-17,00,1610612757,POR,25.0,4,4,140,32,80,0.4,11,22,0.5,15,16,0.938,8,16,24,4,4,2,15,10,90
4,203468,2017-18,00,1610612757,POR,26.0,4,4,155,40,77,0.519,11,26,0.423,10,13,0.769,0,8,8,14,5,1,9,11,101
5,203468,2018-19,00,1610612757,POR,27.0,16,16,635,154,350,0.44,46,117,0.393,41,56,0.732,14,66,80,59,13,10,30,34,395
6,203468,2019-20,00,1610612757,POR,28.0,5,5,196,44,99,0.444,13,35,0.371,15,22,0.682,5,24,29,16,6,2,15,10,116
7,203468,2020-21,00,1610612757,POR,29.0,6,6,240,50,114,0.439,14,42,0.333,10,13,0.769,6,30,36,26,2,4,12,25,124
8,203468,2021-22,00,1610612740,NOP,30.0,6,6,234,49,125,0.392,17,51,0.333,18,26,0.692,11,29,40,29,4,5,15,15,133
9,203468,2023-24,00,1610612740,NOP,32.0,4,4,148,31,74,0.419,7,29,0.241,2,2,1.0,2,17,19,19,7,3,16,14,71
