,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1641732,00,0,86,82,2812,389,787,0.494,75,218,0.344,209,308,0.679,152,382,534,313,120,43,179,190,1062
