,PLAYER_ID,SEASON_ID,LEAGUE_ID,ORGANIZATION_ID,SCHOOL_NAME,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629637,2018-19,00,3596,Texas-Arlington,19.0,32,21,747,123,169,0.728,0,0,,74,100,0.74,56,104,160,9,19,71,29,107,320
