,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,204060,2014-15,00,1610612762,UTA,NR,NR,NR,161,253,249,,109,114,,328,334,,304,223,249,99,72,284,129,254,234
1,204060,2015-16,00,1610612762,UTA,NR,NR,NR,236,283,276,,104,120,,387,393,,321,248,264,200,136,368,219,272,271
2,204060,2016-17,00,1610612762,UTA,NR,NR,NR,116,194,193,,57,84,3.0,257,260,,284,118,156,67,26,305,102,180,147
3,204060,2017-18,00,1610612762,UTA,NR,NR,NR,26,104,107,58.0,10,17,5.0,211,224,,278,76,109,22,38,197,40,94,55
4,204060,2018-19,00,1610612762,UTA,NR,NR,NR,25,94,78,78.0,14,18,31.0,177,165,,232,86,109,14,27,206,25,80,69
5,204060,2019-20,00,1610612762,UTA,NR,NR,NR,24,137,134,,45,54,29.0,175,181,,250,92,124,20,58,262,44,125,88
6,204060,2020-21,00,1610612762,UTA,NR,NR,NR,73,114,132,47.0,12,30,5.0,162,185,,257,114,148,32,138,265,62,100,73
7,204060,2021-22,00,1610612757,POR,NR,NR,NR,248,304,285,,155,159,,389,395,,421,275,307,136,323,406,251,299,296
8,204060,2022-23,00,1610612749,MIL,NR,NR,NR,258,306,294,,148,174,24.0,373,390,,383,276,307,142,231,365,229,292,277
9,204060,2023-24,00,1610612753,ORL,NR,NR,NR,233,304,300,,186,215,,317,334,,353,258,283,112,183,387,181,291,253
10,204060,2024-25,00,1610612750,MIN,NR,NR,NR,456,496,493,,425,434,,457,461,,421,496,476,386,459,433,451,501,457
