,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,1626145,2015-16,00,1610612750,MIN,NR,NR,NR,341,352,342,,257,255,,333,334,,399,383,390,178,250,379,319,350,351
1,1626145,2016-17,00,1610612750,MIN,NR,NR,NR,313,338,333,,254,265,,313,314,,373,352,364,118,157,354,295,332,305
2,1626145,2017-18,00,1610612750,MIN,NR,NR,NR,203,257,263,,206,204,,203,226,,327,274,291,72,30,342,226,252,208
3,1626145,2018-19,00,1610612750,MIN,NR,NR,NR,175,228,208,,244,244,,230,259,,305,292,300,38,53,369,264,238,182
4,1626145,2019-20,00,1610612763,MEM,NR,NR,NR,206,183,177,,208,226,,253,260,,394,289,314,40,78,338,207,200,188
5,1626145,2020-21,00,1610612763,MEM,NR,NR,NR,201,199,188,,228,217,,268,301,,296,262,273,55,56,356,228,214,187
6,1626145,2021-22,00,1610612763,MEM,NR,NR,NR,172,161,153,,147,174,,256,266,,372,223,248,41,81,457,251,175,142
7,1626145,2022-23,00,1610612763,MEM,NR,NR,NR,121,120,109,100.0,86,88,82.0,189,200,,287,193,222,25,32,365,175,122,116
8,1626145,2023-24,00,1610612764,WAS,NR,NR,NR,117,124,125,52.0,112,129,22.0,303,316,,337,207,250,13,63,228,183,142,97
9,1626145,2024-25,00,1610612756,PHX,NR,NR,NR,48,94,105,38.0,42,63,20.0,226,242,,210,213,219,14,64,279,122,94,75
