,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,1627732,Ben,Simmons,Philadelphia 76ers,All-Rookie Team,1,2017-18,,,East,Award,Kia Motors,KIART,
1,1627732,Ben,Simmons,Philadelphia 76ers,All-Defensive Team,1,2019-20,,,East,Award,Kia Motors,KIADT,
2,1627732,Ben,Simmons,Philadelphia 76ers,All-Defensive Team,1,2020-21,,,East,Award,Kia Motors,KIADT,
3,1627732,Ben,Simmons,Philadelphia 76ers,All-NBA,3,2019-20,,,East,Award,Kia Motors,KIANT,
4,1627732,Ben,Simmons,Philadelphia 76ers,NBA Player of the Week,,2017-18,,2018-04-02T00:00:00,East,Award,Kia Motors,KIPWK,
5,1627732,Ben,Simmons,Philadelphia 76ers,NBA Player of the Week,,2018-19,,2019-02-25T00:00:00,East,Award,Kia Motors,KIPWK,
6,1627732,Ben,Simmons,Philadelphia 76ers,NBA Player of the Week,,2019-20,,2020-01-13T00:00:00,East,Award,Kia Motors,KIPWK,
7,1627732,Ben,Simmons,Philadelphia 76ers,NBA Rookie of the Month,,2017-18,1/1/2018,1900-01-01T12:00:00,East,Award,Kia Motors,KIRMO,
8,1627732,Ben,Simmons,Philadelphia 76ers,NBA Rookie of the Month,,2017-18,11/1/2017,1900-01-01T12:00:00,East,Award,Kia Motors,KIRMO,
9,1627732,Ben,Simmons,Philadelphia 76ers,NBA Rookie of the Month,,2017-18,12/1/2017,1900-01-01T12:00:00,East,Award,Kia Motors,KIRMO,
10,1627732,Ben,Simmons,Philadelphia 76ers,NBA Rookie of the Month,,2017-18,3/1/2018,1900-01-01T12:00:00,East,Award,Kia Motors,KIRMO,
11,1627732,Ben,Simmons,Philadelphia 76ers,NBA Rookie of the Year,,2017-18,,,East,Award,Kia Motors,KIROY,
12,1627732,Ben,Simmons,,NBA All-Star,,2018-19,,,,Award,All-Star,,
13,1627732,Ben,Simmons,,NBA All-Star,,2019-20,,,,Award,All-Star,,
14,1627732,Ben,Simmons,,NBA All-Star,,2020-21,,,,Award,All-Star,,
