,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,PTS,8,1,2024-11-13T00:00:00
1,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,REB,1,2,2024-11-13T00:00:00
2,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,OREB,0,3,2024-11-20T00:00:00
3,1631102,0022400018,NOV 15 2024,1610612760,Oklahoma City,Thunder,OKC,OREB,0,3,2024-11-15T00:00:00
4,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,OREB,0,3,2024-11-13T00:00:00
5,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,DREB,1,4,2024-11-13T00:00:00
6,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,AST,2,5,2024-11-20T00:00:00
7,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,STL,1,6,2024-11-20T00:00:00
8,1631102,0022400018,NOV 15 2024,1610612760,Oklahoma City,Thunder,OKC,STL,1,6,2024-11-15T00:00:00
9,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,BLK,0,7,2024-11-20T00:00:00
10,1631102,0022400018,NOV 15 2024,1610612760,Oklahoma City,Thunder,OKC,BLK,0,7,2024-11-15T00:00:00
11,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,BLK,0,7,2024-11-13T00:00:00
12,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FGM,3,8,2024-11-13T00:00:00
13,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FGA,6,9,2024-11-13T00:00:00
14,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FG3M,2,10,2024-11-13T00:00:00
15,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FG3A,3,11,2024-11-13T00:00:00
16,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,FTM,0,12,2024-11-20T00:00:00
17,1631102,0022400018,NOV 15 2024,1610612760,Oklahoma City,Thunder,OKC,FTM,0,12,2024-11-15T00:00:00
18,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FTM,0,12,2024-11-13T00:00:00
19,1631102,0022400257,NOV 20 2024,1610612752,New York,Knicks,NYK,FTA,0,13,2024-11-20T00:00:00
20,1631102,0022400018,NOV 15 2024,1610612760,Oklahoma City,Thunder,OKC,FTA,0,13,2024-11-15T00:00:00
21,1631102,0022400227,NOV 13 2024,1610612758,Sacramento,Kings,SAC,FTA,0,13,2024-11-13T00:00:00
