,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1627884,0021900763,FEB 05 2020,1610612746,LA,Clippers,LAC,PTS,25,1,2020-02-05T00:00:00
1,1627884,0021800401,DEC 10 2018,1610612747,Los Angeles,Lakers,LAL,REB,14,2,2018-12-10T00:00:00
2,1627884,0021800537,DEC 30 2018,1610612750,Minnesota,Timberwolves,MIN,OREB,7,3,2018-12-30T00:00:00
3,1627884,0021900606,JAN 15 2020,1610612759,San Antonio,Spurs,SAS,DREB,10,4,2020-01-15T00:00:00
4,1627884,0022300341,DEC 16 2023,1610612757,Portland,Trail Blazers,POR,AST,4,5,2023-12-16T00:00:00
5,1627884,0022000639,MAR 19 2021,1610612742,Dallas,Mavericks,DAL,AST,4,5,2021-03-19T00:00:00
6,1627884,0022000558,MAR 04 2021,1610612758,Sacramento,Kings,SAC,AST,4,5,2021-03-04T00:00:00
7,1627884,0021900880,FEB 28 2020,1610612742,Dallas,Mavericks,DAL,AST,4,5,2020-02-28T00:00:00
8,1627884,0021900838,FEB 22 2020,1610612739,Cleveland,Cavaliers,CLE,AST,4,5,2020-02-22T00:00:00
9,1627884,0021900374,DEC 13 2019,1610612747,Los Angeles,Lakers,LAL,AST,4,5,2019-12-13T00:00:00
10,1627884,0021601216,APR 11 2017,1610612758,Sacramento,Kings,SAC,AST,4,5,2017-04-11T00:00:00
11,1627884,0022000078,JAN 01 2021,1610612744,Golden State,Warriors,GSW,STL,5,6,2021-01-01T00:00:00
12,1627884,0021800413,DEC 12 2018,1610612762,Utah,Jazz,UTA,STL,5,6,2018-12-12T00:00:00
13,1627884,0022100343,DEC 04 2021,1610612751,Brooklyn,Nets,BKN,BLK,4,7,2021-12-04T00:00:00
14,1627884,0022000629,MAR 18 2021,1610612740,New Orleans,Pelicans,NOP,BLK,4,7,2021-03-18T00:00:00
15,1627884,0021900970,MAR 11 2020,1610612766,Charlotte,Hornets,CHA,FGM,10,8,2020-03-11T00:00:00
16,1627884,0021900763,FEB 05 2020,1610612746,LA,Clippers,LAC,FGM,10,8,2020-02-05T00:00:00
17,1627884,0022300405,DEC 25 2023,1610612756,Phoenix,Suns,PHX,FGA,18,9,2023-12-25T00:00:00
18,1627884,0022300287,DEC 02 2023,1610612760,Oklahoma City,Thunder,OKC,FG3M,6,10,2023-12-02T00:00:00
19,1627884,0022300287,DEC 02 2023,1610612760,Oklahoma City,Thunder,OKC,FG3A,12,11,2023-12-02T00:00:00
20,1627884,0021900775,FEB 07 2020,1610612758,Sacramento,Kings,SAC,FTM,9,12,2020-02-07T00:00:00
21,1627884,0021900775,FEB 07 2020,1610612758,Sacramento,Kings,SAC,FTA,14,13,2020-02-07T00:00:00
