,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,PTS,22,1,2024-11-27T00:00:00
1,1631204,0022400011,NOV 15 2024,1610612761,Toronto,Raptors,TOR,REB,5,2,2024-11-15T00:00:00
2,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,OREB,3,3,2024-11-27T00:00:00
3,1631204,0022400011,NOV 15 2024,1610612761,Toronto,Raptors,TOR,DREB,5,4,2024-11-15T00:00:00
4,1631204,0022400493,JAN 06 2025,1610612757,Portland,Trail Blazers,POR,AST,5,5,2025-01-06T00:00:00
5,1631204,0022400469,JAN 03 2025,1610612766,Charlotte,Hornets,CHA,AST,5,5,2025-01-03T00:00:00
6,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,AST,5,5,2024-11-27T00:00:00
7,1631204,0022400319,DEC 04 2024,1610612738,Boston,Celtics,BOS,STL,3,6,2024-12-04T00:00:00
8,1631204,0022400301,NOV 30 2024,1610612755,Philadelphia,76ers,PHI,STL,3,6,2024-11-30T00:00:00
9,1631204,0022400493,JAN 06 2025,1610612757,Portland,Trail Blazers,POR,BLK,1,7,2025-01-06T00:00:00
10,1631204,0022401205,DEC 12 2024,1610612738,Boston,Celtics,BOS,BLK,1,7,2024-12-12T00:00:00
11,1631204,0022400011,NOV 15 2024,1610612761,Toronto,Raptors,TOR,BLK,1,7,2024-11-15T00:00:00
12,1631204,0022400223,NOV 13 2024,1610612749,Milwaukee,Bucks,MIL,BLK,1,7,2024-11-13T00:00:00
13,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,FGM,9,8,2024-11-27T00:00:00
14,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,FGA,13,9,2024-11-27T00:00:00
15,1631204,0022400513,JAN 08 2025,1610612751,Brooklyn,Nets,BKN,FG3M,5,10,2025-01-08T00:00:00
16,1631204,0022400513,JAN 08 2025,1610612751,Brooklyn,Nets,BKN,FG3A,7,11,2025-01-08T00:00:00
17,1631204,0022400493,JAN 06 2025,1610612757,Portland,Trail Blazers,POR,FTM,2,12,2025-01-06T00:00:00
18,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,FTM,2,12,2024-11-27T00:00:00
19,1631204,0022400265,NOV 23 2024,1610612753,Orlando,Magic,ORL,FTM,2,12,2024-11-23T00:00:00
20,1631204,0022400223,NOV 13 2024,1610612749,Milwaukee,Bucks,MIL,FTM,2,12,2024-11-13T00:00:00
21,1631204,0022400493,JAN 06 2025,1610612757,Portland,Trail Blazers,POR,FTA,2,13,2025-01-06T00:00:00
22,1631204,0022400293,NOV 27 2024,1610612763,Memphis,Grizzlies,MEM,FTA,2,13,2024-11-27T00:00:00
23,1631204,0022400265,NOV 23 2024,1610612753,Orlando,Magic,ORL,FTA,2,13,2024-11-23T00:00:00
24,1631204,0022400223,NOV 13 2024,1610612749,Milwaukee,Bucks,MIL,FTA,2,13,2024-11-13T00:00:00
