,PLAYER_ID,SEASON_ID,LEAGUE_ID,ORGANIZATION_ID,SCHOOL_NAME,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203924,2013-14,00,3320,Syracuse,20.0,32,20,1005,133,268,0.496,0,5,0.0,120,178,0.674,78,139,217,44,26,18,37,75,386
1,203924,2012-13,00,3320,Syracuse,19.0,40,9,572,54,117,0.462,6,15,0.4,41,73,0.562,46,72,118,18,17,17,26,54,155
