,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1626162,2015-16,00,1610612764,WAS,20.0,6,0,125,11,39,0.282,1,14,0.071,21,28,0.75,4,11,15,4,10,3,4,15,44
1,1626162,2016-17,00,1610612764,WAS,21.0,7,2,178,31,63,0.492,6,17,0.353,24,32,0.75,5,20,25,10,12,1,10,16,92
2,1626162,2017-18,00,1610612764,WAS,22.0,5,1,111,24,50,0.48,5,19,0.263,12,18,0.667,7,20,27,6,8,4,7,12,65
3,1626162,2018-19,00,1610612764,WAS,23.0,5,0,109,18,44,0.409,3,19,0.158,9,11,0.818,2,17,19,6,3,4,11,13,48
4,1626162,2019-20,00,1610612756,PHX,24.0,3,2,60,8,31,0.258,3,14,0.214,19,22,0.864,1,9,10,3,4,2,4,9,38
5,1626162,2020-21,00,1610612744,GSW,25.0,3,3,68,15,31,0.484,6,15,0.4,8,12,0.667,4,9,13,4,0,4,0,7,44
6,1626162,2021-22,00,1610612766,CHA,26.0,1,0,14,2,6,0.333,0,3,0.0,1,2,0.5,0,2,2,0,0,3,0,2,5
7,1626162,2022-23,00,1610612766,CHA,27.0,4,4,83,17,44,0.386,7,24,0.292,7,9,0.778,3,15,18,1,5,2,4,8,48
8,1626162,2023-24,00,1610612755,PHI,28.0,4,1,93,21,48,0.438,7,22,0.318,7,12,0.583,5,8,13,7,4,4,7,3,56
9,1626162,2024-25,00,1610612755,PHI,29.0,5,5,106,23,43,0.535,6,20,0.3,19,23,0.826,4,11,15,5,4,0,7,13,71
