,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,2544,2004-05,00,1610616833,EST,20.0,1,1,31,6,13,0.462,1,4,0.25,0,1,0.0,1,7,8,6,2,0,3,0,13
1,2544,2005-06,00,1610616833,EST,21.0,1,1,31,12,21,0.571,4,10,0.4,1,5,0.2,2,4,6,2,2,0,1,2,29
2,2544,2006-07,00,1610616833,EST,22.0,1,1,32,11,20,0.55,4,8,0.5,2,2,1.0,0,6,6,6,1,0,4,0,28
3,2544,2007-08,00,1610616833,EST,23.0,1,1,30,12,22,0.545,2,7,0.286,1,1,1.0,1,7,8,9,2,2,4,3,27
4,2544,2008-09,00,1610616833,EST,24.0,1,1,27,8,19,0.421,2,5,0.4,2,2,1.0,0,5,5,3,0,0,3,0,20
5,2544,2009-10,00,1610616833,EST,25.0,1,1,32,10,22,0.455,1,6,0.167,4,4,1.0,1,4,5,6,4,0,2,1,25
6,2544,2010-11,00,1610616833,EST,26.0,1,1,32,10,18,0.556,0,3,0.0,9,10,0.9,2,10,12,10,0,0,4,3,29
7,2544,2011-12,00,1610616833,EST,27.0,1,1,32,15,23,0.652,6,8,0.75,0,0,0.0,0,6,6,7,0,0,4,2,36
8,2544,2012-13,00,1610616833,EST,28.0,1,1,30,7,18,0.389,3,7,0.429,2,4,0.5,0,3,3,5,1,0,4,0,19
9,2544,2013-14,00,1610616833,EST,29.0,1,1,33,11,22,0.5,0,7,0.0,0,0,0.0,1,6,7,7,3,0,1,0,22
10,2544,2014-15,00,1610616833,EST,30.0,1,1,32,11,21,0.524,4,12,0.333,4,5,0.8,1,4,5,7,2,0,4,1,30
11,2544,2015-16,00,1610616833,EST,31.0,1,1,20,6,13,0.462,1,5,0.2,0,0,0.0,0,4,4,7,0,0,4,0,13
12,2544,2016-17,00,1610616833,EST,32.0,1,1,19,10,17,0.588,3,8,0.375,0,0,0.0,0,3,3,1,0,0,4,2,23
13,2544,2017-18,00,1610616833,LBN,33.0,1,1,31,12,17,0.706,4,8,0.5,1,1,1.0,0,10,10,8,1,0,5,2,29
14,2544,2018-19,00,1610616834,LBN,34.0,1,1,27,9,17,0.529,1,8,0.125,0,1,0.0,2,6,8,4,0,2,1,1,19
15,2544,2019-20,00,1610616834,LBN,35.0,1,1,19,9,20,0.45,2,10,0.2,3,4,0.75,2,3,5,6,1,2,6,1,23
16,2544,2020-21,00,1610616834,LBN,36.0,1,1,13,2,7,0.286,0,3,0.0,0,0,0.0,0,2,2,4,0,1,1,0,4
17,2544,2021-22,00,1610616834,LBN,37.0,1,1,36,11,24,0.458,2,11,0.182,0,0,0.0,1,5,6,8,3,1,3,0,24
18,2544,2022-23,00,1610616834,LBN,38.0,1,1,14,6,11,0.545,1,5,0.2,0,0,0.0,0,1,1,4,0,0,0,1,13
19,2544,2023-24,00,1610616834,WST,39.0,1,1,14,4,10,0.4,0,3,0.0,0,0,0.0,0,4,4,3,0,0,1,0,8
