,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,2544,2005-06,00,1610612739,CLE,NR,NR,NR,22,7,7,26,15,15,43,6,5,53,21,14,18,8,13,22,4,7,10
1,2544,2006-07,00,1610612739,CLE,NR,NR,NR,1,3,1,44,13,7,56,1,1,39,19,3,4,1,1,15,2,1,2
2,2544,2007-08,00,1610612739,CLE,NR,NR,NR,17,9,8,49,21,9,51,3,3,54,39,12,15,7,9,14,4,7,10
3,2544,2008-09,00,1610612739,CLE,NR,NR,NR,14,4,4,15,11,12,42,2,2,46,23,6,7,5,7,17,8,2,4
4,2544,2009-10,00,1610612739,CLE,NR,NR,NR,20,9,10,15,12,17,18,6,6,51,35,11,13,5,10,7,8,8,6
5,2544,2010-11,00,1610612748,MIA,NR,NR,NR,1,3,3,22,6,5,32,5,4,45,15,2,3,2,2,6,2,3,1
6,2544,2011-12,00,1610612748,MIA,NR,NR,NR,1,1,1,8,11,6,51,1,1,46,1,2,1,2,2,15,1,1,1
7,2544,2012-13,00,1610612748,MIA,NR,NR,NR,1,1,1,16,4,4,31,1,1,35,12,2,2,1,1,11,2,1,1
8,2544,2013-14,00,1610612748,MIA,NR,NR,NR,3,2,4,4,5,6,19,3,3,26,43,4,6,4,5,21,4,2,1
9,2544,2014-15,00,1610612739,CLE,NR,NR,NR,1,1,1,50,18,4,55,2,2,52,11,1,2,1,3,8,1,1,1
10,2544,2015-16,00,1610612739,CLE,NR,NR,NR,3,1,3,6,10,11,35,4,3,46,7,2,2,2,1,4,2,2,1
11,2544,2016-17,00,1610612739,CLE,NR,NR,NR,1,1,1,6,3,7,25,1,1,44,20,2,2,1,1,3,1,1,1
12,2544,2017-18,00,1610612739,CLE,NR,NR,NR,1,1,1,15,10,8,45,1,1,40,11,2,3,1,3,5,1,1,1
13,2544,2019-20,00,1610612747,LAL,NR,NR,NR,3,1,1,8,7,9,51,3,3,52,10,1,1,1,4,4,1,2,1
14,2544,2020-21,00,1610612747,LAL,NR,NR,NR,61,40,38,29,41,41,45,59,49,58,62,49,56,22,41,89,17,44,44
15,2544,2022-23,00,1610612747,LAL,NR,NR,NR,14,7,8,22,22,12,81,9,7,39,15,6,7,5,18,8,9,8,7
16,2544,2023-24,00,1610612747,LAL,NR,NR,NR,65,42,48,6,63,70,34,50,48,44,95,58,69,24,26,49,28,43,42
