,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,2544,2003-04,00,1610612739,CLE,NR,NR,NR,9,7,4,90,83,60,92,22,15,73,103,56,65,13,14,59,3,8,23
1,2544,2004-05,00,1610612739,CLE,NR,NR,NR,1,1,2,37,35,35,71,10,10,98,90,21,29,5,2,71,5,2,2
2,2544,2005-06,00,1610612739,CLE,NR,NR,NR,2,2,2,39,28,19,93,6,3,94,144,19,32,10,16,44,6,2,2
3,2544,2006-07,00,1610612739,CLE,NR,NR,NR,1,2,2,35,55,33,102,5,3,116,122,25,39,12,12,57,7,2,6
4,2544,2007-08,00,1610612739,CLE,NR,NR,NR,14,1,2,41,48,27,113,5,3,111,56,27,33,10,6,40,6,2,1
5,2544,2008-09,00,1610612739,CLE,NR,NR,NR,7,3,4,34,25,18,109,1,3,93,88,14,25,8,7,25,4,2,1
6,2544,2009-10,00,1610612739,CLE,NR,NR,NR,12,2,3,26,25,17,109,2,3,82,135,23,39,6,11,39,5,2,1
7,2544,2010-11,00,1610612748,MIA,NR,NR,NR,6,1,6,21,67,54,115,6,5,90,110,13,32,12,9,70,2,2,1
8,2544,2011-12,00,1610612748,MIA,NR,NR,NR,10,2,4,11,96,100,72,2,2,79,81,17,26,12,4,51,6,2,1
9,2544,2012-13,00,1610612748,MIA,NR,NR,NR,16,1,7,5,55,69,28,6,6,82,99,16,28,8,12,49,14,3,2
10,2544,2013-14,00,1610612748,MIA,NR,NR,NR,8,2,10,4,47,49,45,7,8,86,113,30,43,9,14,153,4,3,3
11,2544,2014-15,00,1610612739,CLE,NR,NR,NR,30,7,8,26,38,34,61,5,4,106,182,48,69,11,24,69,5,4,8
12,2544,2015-16,00,1610612739,CLE,NR,NR,NR,18,2,7,14,91,67,99,16,11,98,68,27,36,9,29,71,9,4,5
13,2544,2016-17,00,1610612739,CLE,NR,NR,NR,10,4,19,10,53,53,72,18,12,105,78,14,19,5,30,67,4,9,5
14,2544,2017-18,00,1610612739,CLE,NR,NR,NR,1,1,2,14,42,37,90,8,8,79,67,7,11,2,15,37,2,1,1
15,2544,2018-19,00,1610612747,LAL,NR,NR,NR,114,28,39,32,92,79,108,31,21,111,150,38,53,18,66,119,24,28,25
16,2544,2019-20,00,1610612747,LAL,NR,NR,NR,13,3,5,31,32,26,114,22,16,103,100,13,22,1,34,88,4,8,4
17,2544,2020-21,00,1610612747,LAL,NR,NR,NR,136,46,48,30,93,84,110,45,37,96,232,43,73,24,119,141,22,46,42
18,2544,2021-22,00,1610612747,LAL,NR,NR,NR,78,10,17,19,42,35,93,30,25,86,132,35,47,32,53,40,17,11,14
19,2544,2022-23,00,1610612747,LAL,NR,NR,NR,115,16,21,40,86,63,143,44,39,88,128,37,51,32,138,108,35,25,25
20,2544,2023-24,00,1610612747,LAL,NR,NR,NR,30,10,22,20,56,74,29,22,21,90,146,22,34,6,20,108,6,14,7
21,2544,2024-25,00,1610612747,LAL,NR,NR,NR,40,14,18,29,58,59,64,44,34,83,142,19,31,6,159,104,4,17,12
