,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203081,2012-13,00,1610612757,POR,22.0,6,6,189,33,72,0.458,12,33,0.364,19,20,0.95,1,14,15,35,3,0,23,12,97
1,203081,2013-14,00,1610612757,POR,23.0,7,7,197,45,106,0.425,14,41,0.341,38,42,0.905,5,16,21,26,6,3,25,19,142
2,203081,2014-15,00,1610612757,POR,24.0,5,5,121,22,49,0.449,8,20,0.4,15,17,0.882,1,11,12,14,6,0,17,12,67
3,203081,2015-16,00,1610612757,POR,25.0,5,5,157,42,105,0.4,11,39,0.282,35,37,0.946,3,15,18,27,10,0,19,12,130
4,203081,2016-17,00,1610612757,POR,26.0,7,7,176,45,93,0.484,14,35,0.4,30,32,0.938,2,15,17,26,3,1,18,11,134
5,203081,2017-18,00,1610612757,POR,27.0,5,5,126,30,67,0.448,10,26,0.385,26,28,0.929,1,16,17,20,8,1,9,7,96
6,203081,2018-19,00,1610612757,POR,28.0,4,4,88,16,32,0.5,8,16,0.5,10,12,0.833,1,8,9,19,3,0,7,5,50
7,203081,2019-20,00,1610612757,POR,29.0,4,4,98,16,35,0.457,6,19,0.316,14,15,0.933,1,11,12,17,1,2,11,4,52
8,203081,2020-21,00,1610612757,POR,30.0,3,3,66,9,24,0.375,4,16,0.25,10,12,0.833,1,5,6,10,4,0,5,5,32
9,203081,2021-22,00,1610612757,POR,31.0,2,2,42,11,19,0.579,6,13,0.462,3,4,0.75,1,5,6,4,0,0,5,1,31
10,203081,2022-23,00,1610612757,POR,32.0,3,3,75,13,33,0.394,6,18,0.333,13,14,0.929,1,7,8,14,2,1,8,8,45
11,203081,2023-24,00,1610612749,MIL,33.0,3,3,74,11,35,0.314,4,21,0.19,12,15,0.8,1,7,8,9,6,2,5,7,38
12,203081,2024-25,00,1610612749,MIL,34.0,3,3,63,13,27,0.481,7,15,0.467,10,11,0.909,0,11,11,17,4,1,6,4,43
