,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,PTS,16,1,2024-02-02T00:00:00
1,1631367,0022300179,NOV 12 2023,1610612746,LA,Clippers,LAC,REB,5,2,2023-11-12T00:00:00
2,1631367,0022300012,NOV 10 2023,1610612762,Utah,Jazz,UTA,OREB,2,3,2023-11-10T00:00:00
3,1631367,0022300179,NOV 12 2023,1610612746,LA,Clippers,LAC,DREB,4,4,2023-11-12T00:00:00
4,1631367,0022201226,APR 09 2023,1610612760,Oklahoma City,Thunder,OKC,DREB,4,4,2023-04-09T00:00:00
5,1631367,0022300537,JAN 12 2024,1610612746,LA,Clippers,LAC,AST,8,5,2024-01-12T00:00:00
6,1631367,0022300012,NOV 10 2023,1610612762,Utah,Jazz,UTA,AST,8,5,2023-11-10T00:00:00
7,1631367,0022301192,APR 14 2024,1610612755,Philadelphia,76ers,PHI,STL,4,6,2024-04-14T00:00:00
8,1631367,0022300722,FEB 06 2024,1610612752,New York,Knicks,NYK,BLK,1,7,2024-02-06T00:00:00
9,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,BLK,1,7,2024-02-02T00:00:00
10,1631367,0022300560,JAN 15 2024,1610612744,Golden State,Warriors,GSW,BLK,1,7,2024-01-15T00:00:00
11,1631367,0022300425,DEC 28 2023,1610612743,Denver,Nuggets,DEN,BLK,1,7,2023-12-28T00:00:00
12,1631367,0022300144,NOV 05 2023,1610612757,Portland,Trail Blazers,POR,BLK,1,7,2023-11-05T00:00:00
13,1631367,0022300706,FEB 04 2024,1610612738,Boston,Celtics,BOS,FGM,5,8,2024-02-04T00:00:00
14,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,FGM,5,8,2024-02-02T00:00:00
15,1631367,0022300012,NOV 10 2023,1610612762,Utah,Jazz,UTA,FGM,5,8,2023-11-10T00:00:00
16,1631367,0022300706,FEB 04 2024,1610612738,Boston,Celtics,BOS,FGA,10,9,2024-02-04T00:00:00
17,1631367,0022300012,NOV 10 2023,1610612762,Utah,Jazz,UTA,FGA,10,9,2023-11-10T00:00:00
18,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,FG3M,5,10,2024-02-02T00:00:00
19,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,FG3A,9,11,2024-02-02T00:00:00
20,1631367,0022300012,NOV 10 2023,1610612762,Utah,Jazz,UTA,FG3A,9,11,2023-11-10T00:00:00
21,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,FTM,1,12,2024-02-02T00:00:00
22,1631367,0022300044,NOV 24 2023,1610612756,Phoenix,Suns,PHX,FTM,1,12,2023-11-24T00:00:00
23,1631367,0022300693,FEB 02 2024,1610612744,Golden State,Warriors,GSW,FTA,1,13,2024-02-02T00:00:00
24,1631367,0022300044,NOV 24 2023,1610612756,Phoenix,Suns,PHX,FTA,1,13,2023-11-24T00:00:00
