,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630622,00,0,118,109,4097,544,1233,0.441,242,646,0.375,263,342,0.769,39,371,410,584,104,13,287,214,1593
