,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1628973,0022301070,MAR 29 2024,1610612759,San Antonio,Spurs,SAS,PTS,61,1,2024-03-29T00:00:00
1,1628973,0022000673,MAR 24 2021,1610612750,Minnesota,Timberwolves,MIN,REB,11,2,2021-03-24T00:00:00
2,1628973,0021800578,JAN 05 2019,1610612755,Philadelphia,76ers,PHI,REB,11,2,2019-01-05T00:00:00
3,1628973,0022200659,JAN 16 2023,1610612761,Toronto,Raptors,TOR,OREB,4,3,2023-01-16T00:00:00
4,1628973,0021900021,OCT 25 2019,1610612740,New Orleans,Pelicans,NOP,OREB,4,3,2019-10-25T00:00:00
5,1628973,0021800578,JAN 05 2019,1610612755,Philadelphia,76ers,PHI,DREB,10,4,2019-01-05T00:00:00
6,1628973,0022400283,NOV 25 2024,1610612743,Denver,Nuggets,DEN,AST,17,5,2024-11-25T00:00:00
7,1628973,0022300333,DEC 15 2023,1610612756,Phoenix,Suns,PHX,STL,5,6,2023-12-15T00:00:00
8,1628973,0022100639,JAN 14 2022,1610612763,Memphis,Grizzlies,MEM,STL,5,6,2022-01-14T00:00:00
9,1628973,0022200684,JAN 20 2023,1610612737,Atlanta,Hawks,ATL,BLK,3,7,2023-01-20T00:00:00
10,1628973,0022301070,MAR 29 2024,1610612759,San Antonio,Spurs,SAS,FGM,25,8,2024-03-29T00:00:00
11,1628973,0022301070,MAR 29 2024,1610612759,San Antonio,Spurs,SAS,FGA,47,9,2024-03-29T00:00:00
12,1628973,0022300333,DEC 15 2023,1610612756,Phoenix,Suns,PHX,FG3M,9,10,2023-12-15T00:00:00
13,1628973,0022301070,MAR 29 2024,1610612759,San Antonio,Spurs,SAS,FG3A,13,11,2024-03-29T00:00:00
14,1628973,0022400429,DEC 28 2024,1610612764,Washington,Wizards,WAS,FTM,16,12,2024-12-28T00:00:00
15,1628973,0022400429,DEC 28 2024,1610612764,Washington,Wizards,WAS,FTA,17,13,2024-12-28T00:00:00
16,1628973,0022300960,MAR 14 2024,1610612757,Portland,Trail Blazers,POR,FTA,17,13,2024-03-14T00:00:00
