,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2022-23,,2023-01-09T00:00:00,East,Award,Kia Motors,KIPWK,
1,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Month,,2022-23,2/1/2023,,East,Award,Kia Motors,KIPMO,
2,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2023-24,,2023-11-13T00:00:00,East,Award,Kia Motors,KIPWK,
3,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2023-24,,2024-01-01T00:00:00,East,Award,Kia Motors,KIPWK,
4,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2023-24,,2024-03-11T00:00:00,East,Award,Kia Motors,KIPWK,
5,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2023-24,,2024-04-08T00:00:00,East,Award,Kia Motors,KIPWK,
6,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Month,,2023-24,3/1/2024,,East,Award,Kia Motors,KIPMO,
7,1628973,Jalen,Brunson,New York Knicks,All-NBA,2,2023-24,,,East,Award,Kia Motors,KIANT,
8,1628973,Jalen,Brunson,,NBA All-Star,,2023-24,,,,Award,All-Star,,
9,1628973,Jalen,Brunson,New York Knicks,NBA Player of the Week,,2024-25,,2024-11-25T00:00:00,East,Award,Kia Motors,KIPWK,
