,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,202695,2011-12,00,1610612759,SAS,NR,NR,NR,128,157,169,,133,143,,188,192,,64,70,71,195,22,133,254,158,97
1,202695,2012-13,00,1610612759,SAS,NR,NR,NR,146,147,171,,111,117,59.0,147,164,,144,79,98,187,36,127,226,152,116
2,202695,2013-14,00,1610612759,SAS,NR,NR,NR,138,102,131,18.0,115,131,,152,166,,118,59,67,140,18,62,178,116,65
3,202695,2014-15,00,1610612759,SAS,NR,NR,NR,102,56,72,34.0,121,122,,47,55,61.0,110,45,52,114,5,72,132,57,41
4,202695,2015-16,00,1610612759,SAS,NR,NR,NR,52,21,29,23.0,34,64,3.0,25,30,11.0,84,40,57,86,14,40,112,19,16
5,202695,2016-17,00,1610612759,SAS,NR,NR,NR,39,19,21,33.0,31,34,46.0,10,11,13.0,106,57,68,58,7,51,46,12,15
6,202695,2017-18,00,1610612759,SAS,NR,NR,NR,419,373,380,,317,327,,317,329,,415,387,396,379,326,313,384,370,381
7,202695,2018-19,00,1610612761,TOR,NR,NR,NR,98,27,35,41.0,89,92,54.0,14,20,29.0,98,53,62,102,20,175,78,23,29
8,202695,2019-20,00,1610612746,LAC,NR,NR,NR,84,19,16,51.0,63,64,65.0,11,14,12.0,142,34,51,43,7,97,38,14,16
9,202695,2020-21,00,1610612746,LAC,NR,NR,NR,91,28,40,31.0,101,119,55.0,25,29,16.0,121,59,76,50,24,168,80,27,29
10,202695,2022-23,00,1610612746,LAC,NR,NR,NR,152,58,75,33.0,113,135,15.0,47,54,20.0,157,82,97,102,58,135,144,60,59
11,202695,2023-24,00,1610612746,LAC,NR,NR,NR,53,22,32,30.0,70,86,17.0,38,48,11.0,90,54,60,92,6,48,79,21,24
