,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,202695,2011-12,00,1610612759,SAS,NR,NR,NR,34,37,47,,15,23,8.0,63,65,,29,23,22,91,17,41,53,35,28
1,202695,2012-13,00,1610612759,SAS,NR,NR,NR,4,8,14,6.0,13,16,29.0,30,22,,5,3,3,47,3,19,27,10,3
2,202695,2013-14,00,1610612759,SAS,NR,NR,NR,5,8,10,14.0,9,11,15.0,12,12,55.0,10,5,4,26,3,15,16,9,6
3,202695,2014-15,00,1610612759,SAS,NR,NR,NR,54,38,39,27.0,41,51,14.0,33,31,42.0,41,45,43,63,52,58,42,39,44
4,202695,2015-16,00,1610612759,SAS,NR,NR,NR,36,17,19,12.0,27,36,11.0,17,21,25.0,36,36,39,35,7,14,42,15,19
5,202695,2016-17,00,1610612759,SAS,NR,NR,NR,19,11,13,15.0,21,23,12.0,4,6,7.0,20,14,14,12,13,30,16,7,8
6,202695,2018-19,00,1610612761,TOR,NR,NR,NR,1,1,1,21.0,4,4,35.0,1,1,15.0,1,2,2,6,1,9,2,1,1
7,202695,2019-20,00,1610612746,LAC,NR,NR,NR,18,8,9,22.0,26,21,76.0,7,7,23.0,15,10,10,15,2,18,16,8,8
8,202695,2020-21,00,1610612746,LAC,NR,NR,NR,26,10,16,9.0,29,32,33.0,8,9,15.0,18,24,23,22,5,25,19,11,10
9,202695,2022-23,00,1610612746,LAC,NR,NR,NR,135,82,95,12.0,96,119,1.0,56,66,12.0,111,127,122,77,84,108,88,82,94
10,202695,2023-24,00,1610612746,LAC,NR,NR,NR,144,117,125,,154,132,,129,129,,103,107,111,126,86,104,104,127,124
