,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630811,00,0,3,0,36,4,10,0.4,2,7,0.286,1,1,1.0,1,4,5,7,5,0,5,8,11
