,PLAYER_ID,GAME_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STAT_VALUE,STAT_ORDER,DATE_EST
0,1626192,0021700012,OCT 18 2017,1610612756,Phoenix,Suns,PHX,PTS,24,1,2017-10-18T00:00:00
1,1626192,0022200723,JAN 25 2023,1610612743,Denver,Nuggets,DEN,REB,12,2,2023-01-25T00:00:00
2,1626192,0022000618,MAR 17 2021,1610612755,Philadelphia,76ers,PHI,REB,12,2,2021-03-17T00:00:00
3,1626192,0021801145,MAR 31 2019,1610612737,Atlanta,Hawks,ATL,REB,12,2,2019-03-31T00:00:00
4,1626192,0022100085,OCT 30 2021,1610612759,San Antonio,Spurs,SAS,OREB,5,3,2021-10-30T00:00:00
5,1626192,0021801145,MAR 31 2019,1610612737,Atlanta,Hawks,ATL,OREB,5,3,2019-03-31T00:00:00
6,1626192,0022200723,JAN 25 2023,1610612743,Denver,Nuggets,DEN,DREB,11,4,2023-01-25T00:00:00
7,1626192,0022301045,MAR 26 2024,1610612747,Los Angeles,Lakers,LAL,AST,9,5,2024-03-26T00:00:00
8,1626192,0022300738,FEB 08 2024,1610612750,Minnesota,Timberwolves,MIN,AST,9,5,2024-02-08T00:00:00
9,1626192,0022100696,JAN 22 2022,1610612758,Sacramento,Kings,SAC,STL,4,6,2022-01-22T00:00:00
10,1626192,0022100473,DEC 22 2021,1610612745,Houston,Rockets,HOU,STL,4,6,2021-12-22T00:00:00
11,1626192,0022000402,FEB 12 2021,1610612762,Utah,Jazz,UTA,STL,4,6,2021-02-12T00:00:00
12,1626192,0022201033,MAR 14 2023,1610612756,Phoenix,Suns,PHX,BLK,3,7,2023-03-14T00:00:00
13,1626192,0022000430,FEB 16 2021,1610612761,Toronto,Raptors,TOR,BLK,3,7,2021-02-16T00:00:00
14,1626192,0021800187,NOV 11 2018,1610612743,Denver,Nuggets,DEN,BLK,3,7,2018-11-11T00:00:00
15,1626192,0021700012,OCT 18 2017,1610612756,Phoenix,Suns,PHX,FGM,9,8,2017-10-18T00:00:00
16,1626192,0022100344,DEC 04 2021,1610612748,Miami,Heat,MIA,FGA,15,9,2021-12-04T00:00:00
17,1626192,0022000430,FEB 16 2021,1610612761,Toronto,Raptors,TOR,FGA,15,9,2021-02-16T00:00:00
18,1626192,0022100344,DEC 04 2021,1610612748,Miami,Heat,MIA,FG3M,7,10,2021-12-04T00:00:00
19,1626192,0022100161,NOV 10 2021,1610612752,New York,Knicks,NYK,FG3M,7,10,2021-11-10T00:00:00
20,1626192,0022100344,DEC 04 2021,1610612748,Miami,Heat,MIA,FG3A,13,11,2021-12-04T00:00:00
21,1626192,0022100161,NOV 10 2021,1610612752,New York,Knicks,NYK,FG3A,13,11,2021-11-10T00:00:00
22,1626192,0022101097,MAR 24 2022,1610612764,Washington,Wizards,WAS,FTM,5,12,2022-03-24T00:00:00
23,1626192,0022000471,FEB 21 2021,1610612758,Sacramento,Kings,SAC,FTM,5,12,2021-02-21T00:00:00
24,1626192,0022101097,MAR 24 2022,1610612764,Washington,Wizards,WAS,FTA,6,13,2022-03-24T00:00:00
25,1626192,0021900297,DEC 02 2019,1610612752,New York,Knicks,NYK,FTA,6,13,2019-12-02T00:00:00
