,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203484,2013-14,00,1610612765,DET,21.0,8,2,221,26,80,0.325,8,32,0.25,14,20,0.7,8,33,41,9,12,3,10,25,74
1,203484,2014-15,00,1610612765,DET,22.0,3,2,82,18,35,0.514,7,15,0.467,7,9,0.778,1,5,6,4,3,0,5,7,50
2,203484,2015-16,00,1610612765,DET,23.0,7,7,167,24,52,0.462,12,25,0.48,7,10,0.7,1,21,22,11,6,0,10,6,67
3,203484,2016-17,00,1610612765,DET,24.0,6,6,173,22,63,0.349,9,29,0.31,18,20,0.9,3,12,15,15,10,0,11,6,71
4,203484,2017-18,00,1610612747,LAL,25.0,6,6,135,18,49,0.367,6,24,0.25,6,10,0.6,2,22,24,14,9,1,6,10,48
5,203484,2018-19,00,1610612747,LAL,26.0,5,3,117,15,39,0.385,5,20,0.25,14,14,1.0,1,14,15,6,4,0,7,14,49
6,203484,2019-20,00,1610612747,LAL,27.0,9,6,224,34,75,0.453,11,33,0.333,10,15,0.667,7,22,29,16,9,2,10,23,89
7,203484,2020-21,00,1610612747,LAL,28.0,2,2,48,10,16,0.625,5,9,0.556,6,8,0.75,1,5,6,3,4,0,2,2,31
8,203484,2021-22,00,1610612764,WAS,29.0,3,3,68,8,15,0.533,7,13,0.538,2,3,0.667,2,7,9,6,4,3,7,4,25
9,203484,2022-23,00,1610612743,DEN,30.0,4,4,71,8,25,0.32,2,14,0.143,9,9,1.0,1,2,3,5,4,0,4,3,27
10,203484,2023-24,00,1610612743,DEN,31.0,4,4,82,15,24,0.625,7,12,0.583,1,1,1.0,0,6,6,8,5,0,3,2,38
11,203484,2024-25,00,1610612753,ORL,31.0,2,2,33,2,8,0.25,1,6,0.167,0,0,0.0,1,3,4,3,2,0,3,3,5
