,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1631243,00,0,68,66,1828,295,603,0.489,18,65,0.277,122,199,0.613,182,275,457,80,56,61,112,186,730
