,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,203458,2013-14,00,1610612756,PHX,21.0,5,0,77,6,16,0.375,0,0,0.0,2,4,0.5,8,15,23,3,0,3,4,18,14
1,203458,2014-15,00,1610612756,PHX,22.0,2,0,36,2,2,1.0,0,0,0.0,1,2,0.5,2,7,9,0,0,2,1,7,5
2,203458,2015-16,00,1610612756,PHX,23.0,5,1,99,20,39,0.513,0,0,0.0,11,12,0.917,7,23,30,4,2,8,8,13,51
3,203458,2016-17,00,1610612756,PHX,24.0,5,3,108,15,42,0.357,0,0,0.0,18,30,0.6,10,22,32,4,3,6,9,21,48
4,203458,2017-18,00,1610612756,PHX,25.0,5,1,126,25,38,0.658,0,0,0.0,23,33,0.697,9,29,38,2,6,14,7,14,73
5,203458,2018-19,00,1610612737,ATL,26.0,5,5,96,19,33,0.576,7,11,0.636,16,24,0.667,8,18,26,8,0,5,9,15,61
6,203458,2019-20,00,1610612737,ATL,27.0,5,4,91,8,29,0.276,3,15,0.2,4,7,0.571,8,19,27,11,2,3,7,9,23
7,203458,2020-21,00,1610612761,TOR,28.0,3,0,29,3,4,0.75,0,1,0.0,3,7,0.429,3,5,8,0,3,1,2,7,9
8,203458,2021-22,00,1610612758,SAC,29.0,4,0,46,4,9,0.444,0,0,0.0,5,7,0.714,2,7,9,4,2,2,3,7,13
9,203458,2022-23,00,1610612758,SAC,30.0,4,0,45,6,7,0.857,0,0,0.0,4,6,0.667,4,10,14,4,3,2,3,9,16
10,203458,2023-24,00,1610612758,SAC,31.0,5,0,63,6,12,0.5,1,3,0.333,5,9,0.556,5,8,13,9,0,11,3,6,18
11,203458,2024-25,00,1610612758,SAC,31.0,5,0,81,11,21,0.524,1,2,0.5,4,6,0.667,9,21,30,7,1,2,8,11,27
