,PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
0,202691,Klay,Thompson,Golden State Warriors,All-Defensive Team,2,2018-19,,,West,Award,Kia Motors,KIADT,
1,202691,Klay,Thompson,Golden State Warriors,All-NBA,3,2014-15,,,1610612744,Award,Kia Motors,KIANT,
2,202691,Klay,Thompson,Golden State Warriors,All-NBA,3,2015-16,,,West,Award,Kia Motors,KIANT,
3,202691,Klay,Thompson,Golden State Warriors,All-Rookie Team,1,2011-12,,,1610612744,Award,Kia Motors,KIART,
4,202691,Klay,Thompson,Golden State Warriors,NBA Player of the Week,,2014-15,,2014-10-28T00:00:00,West,Award,Kia Motors,KIPWK,
5,202691,Klay,Thompson,Golden State Warriors,NBA Player of the Week,,2014-15,,2015-01-05T00:00:00,West,Award,Kia Motors,KIPWK,
6,202691,Klay,Thompson,Golden State Warriors,NBA Player of the Week,,2014-15,,2015-01-17T00:00:00,West,Award,Kia Motors,KIPWK,
7,202691,Klay,Thompson,Golden State Warriors,NBA Player of the Week,,2015-16,,2016-03-28T00:00:00,West,Award,Kia Motors,KIPWK,
8,202691,Klay,Thompson,USA,Olympic Gold Medal,,2016,,,,Award,Olympic,Gold,
9,202691,Klay,Thompson,,NBA All-Star,,2014-15,,,,Award,All-Star,,
10,202691,Klay,Thompson,,NBA All-Star,,2015-16,,,,Award,All-Star,,
11,202691,Klay,Thompson,,NBA All-Star,,2016-17,,,,Award,All-Star,,
12,202691,Klay,Thompson,,NBA All-Star,,2017-18,,,,Award,All-Star,,
13,202691,Klay,Thompson,,NBA All-Star,,2018-19,,,,Award,All-Star,,
14,202691,Klay,Thompson,Golden State Warriors,NBA Champion,,2014-15,,,,Award,Champion,,
15,202691,Klay,Thompson,Golden State Warriors,NBA Champion,,2016-17,,,,Award,Champion,,
16,202691,Klay,Thompson,Golden State Warriors,NBA Champion,,2017-18,,,,Award,Champion,,
17,202691,Klay,Thompson,Golden State Warriors,NBA Champion,,2021-22,,,,Award,Champion,,
