,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630590,00,0,13,3,213,29,75,0.387,10,34,0.294,25,39,0.641,7,25,32,39,12,3,32,30,93
