,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,203482,2013-14,00,1610612738,BOS,NR,NR,NR,207,170,174,,174,178,,154,172,,49,128,84,172,224,147,125,174,157
1,203482,2014-15,00,1610612738,BOS,NR,NR,NR,203,154,161,,138,137,,174,168,,102,141,129,169,94,91,129,156,150
2,203482,2015-16,00,1610612738,BOS,NR,NR,NR,209,151,153,,98,120,14.0,167,167,,117,158,147,184,154,119,190,147,160
3,203482,2016-17,00,1610612738,BOS,NR,NR,NR,185,145,171,,141,143,,165,162,,115,83,94,125,180,136,125,147,122
4,203482,2017-18,00,1610612748,MIA,NR,NR,NR,141,114,135,31.0,98,99,60.0,99,102,66.0,77,65,66,86,105,111,52,109,78
5,203482,2018-19,00,1610612748,MIA,NR,NR,NR,137,148,153,,87,84,84.0,90,102,51.0,107,83,86,145,140,102,91,127,128
6,203482,2019-20,00,1610612748,MIA,NR,NR,NR,183,195,193,,103,121,18.0,144,169,,173,81,98,142,143,146,158,174,149
7,203482,2020-21,00,1610612745,HOU,NR,NR,NR,49,70,74,53.0,58,44,134.0,65,74,53.0,63,19,24,80,26,69,49,63,44
8,203482,2021-22,00,1610612765,DET,NR,NR,NR,323,288,284,,254,257,,211,216,,164,268,245,188,244,208,202,274,273
9,203482,2022-23,00,1610612762,UTA,NR,NR,NR,119,141,151,,131,146,47.0,65,72,37.0,93,49,61,78,98,85,39,116,91
10,203482,2023-24,00,1610612761,TOR,NR,NR,NR,149,152,176,,206,221,,90,95,49.0,62,68,64,43,50,148,50,151,82
11,203482,2024-25,00,1610612761,TOR,NR,NR,NR,340,325,332,,297,320,,266,284,,264,303,300,268,289,345,241,320,322
