,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,1626167,2015-16,00,1610612754,IND,NR,NR,NR,214,138,161,,334,331,,181,178,,122,103,111,313,276,29,211,166,166
1,1626167,2016-17,00,1610612754,IND,NR,NR,NR,32,43,64,22.0,214,216,,39,40,58.0,42,22,25,181,75,2,107,45,29
2,1626167,2017-18,00,1610612754,IND,NR,NR,NR,128,124,133,46.0,174,182,,71,79,64.0,74,72,71,222,209,7,134,124,96
3,1626167,2018-19,00,1610612754,IND,NR,NR,NR,86,78,84,46.0,145,165,,93,87,88.0,67,33,39,186,105,1,114,83,57
4,1626167,2019-20,00,1610612754,IND,NR,NR,NR,87,119,119,62.0,116,107,120.0,88,89,87.0,67,47,47,239,138,5,122,110,89
5,1626167,2020-21,00,1610612754,IND,NR,NR,NR,146,171,176,,162,155,,108,105,70.0,101,87,95,311,170,2,156,168,123
6,1626167,2021-22,00,1610612754,IND,NR,NR,NR,223,214,226,,194,196,,185,182,,128,122,126,334,274,5,225,208,166
7,1626167,2022-23,00,1610612754,IND,NR,NR,NR,139,84,104,19.0,131,136,78.0,54,56,79.0,81,41,46,229,218,5,108,81,56
8,1626167,2023-24,00,1610612754,IND,NR,NR,NR,87,53,67,31.0,102,102,119.0,42,35,85.0,54,32,33,222,218,9,96,55,36
9,1626167,2024-25,00,1610612754,IND,NR,NR,NR,45,63,74,40.0,68,72,57.0,80,73,96.0,68,25,31,188,106,3,53,66,51
