,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,1626171,2015-16,00,1610612741,CHI,NR,NR,NR,256,218,203,,257,258,,266,257,,61,147,107,291,276,173,251,238,222
1,1626171,2016-17,00,1610612741,CHI,NR,NR,NR,282,219,236,,234,239,,293,283,,113,133,127,332,338,270,300,239,236
2,1626171,2017-18,00,1610612741,CHI,NR,NR,NR,169,73,72,55.0,135,134,,115,123,,26,66,41,165,143,169,117,85,80
3,1626171,2018-19,00,1610612764,WAS,NR,NR,NR,219,136,132,,148,173,,196,200,,58,87,79,268,224,206,172,148,155
4,1626171,2019-20,00,1610612752,NYK,NR,NR,NR,166,124,117,75.0,151,156,93.0,187,184,,71,84,84,182,221,189,153,139,152
5,1626171,2020-21,00,1610612749,MIL,NR,NR,NR,162,87,118,24.0,152,194,3.0,220,224,,33,34,29,251,99,135,194,114,74
6,1626171,2021-22,00,1610612749,MIL,NR,NR,NR,89,62,64,40.0,71,85,32.0,171,169,,18,17,14,237,135,56,116,69,48
7,1626171,2022-23,00,1610612749,MIL,NR,NR,NR,141,85,90,44.0,126,129,87.0,157,163,,31,12,17,197,259,228,159,100,69
8,1626171,2023-24,00,1610612749,MIL,NR,NR,NR,104,57,66,38.0,125,136,33.0,145,147,,34,20,23,215,74,132,130,76,62
9,1626171,2024-25,00,1610612749,MIL,NR,NR,NR,123,63,66,61.0,131,142,74.0,176,182,,44,20,26,135,124,92,128,83,67
