,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201935,2009-10,00,1610612760,OKC,NR,NR,NR,111,116,112,,54,58,29,70,74,23,143,104,114,81,59,94,121,101,98
1,201935,2010-11,00,1610612760,OKC,NR,NR,NR,14,21,23,18.0,11,8,47,10,11,24,55,15,23,11,10,19,16,14,14
2,201935,2011-12,00,1610612760,OKC,NR,NR,NR,10,11,10,30.0,4,7,16,5,4,15,47,8,17,9,4,86,10,9,7
3,201935,2012-13,00,1610612745,HOU,NR,NR,NR,61,45,38,59.0,32,26,42,15,15,29,88,50,60,36,27,30,21,29,46
4,201935,2013-14,00,1610612745,HOU,NR,NR,NR,58,42,33,68.0,33,25,55,16,23,6,94,80,88,29,31,101,30,35,54
5,201935,2014-15,00,1610612745,HOU,NR,NR,NR,9,5,4,39.0,4,6,26,1,1,11,49,14,17,3,6,39,3,3,3
6,201935,2015-16,00,1610612745,HOU,NR,NR,NR,75,50,44,46.0,34,34,45,21,25,20,72,89,88,22,29,111,15,40,48
7,201935,2016-17,00,1610612745,HOU,NR,NR,NR,26,14,11,51.0,10,3,66,3,2,15,71,24,27,8,9,40,2,9,11
8,201935,2017-18,00,1610612745,HOU,NR,NR,NR,10,4,3,58.0,3,1,60,3,3,9,27,16,19,3,2,15,2,3,4
9,201935,2018-19,00,1610612745,HOU,NR,NR,NR,26,12,8,61.0,6,6,47,6,6,31,62,23,29,8,7,23,6,11,13
10,201935,2019-20,00,1610612745,HOU,NR,NR,NR,25,13,12,25.0,12,11,71,5,5,28,40,29,32,6,16,19,8,9,10
11,201935,2020-21,00,1610612751,BKN,NR,NR,NR,41,43,46,31.0,29,29,53,11,13,10,62,33,39,9,21,34,16,31,24
12,201935,2021-22,00,1610612755,PHI,NR,NR,NR,23,30,27,56.0,18,20,49,9,11,11,45,29,33,6,40,26,9,23,21
13,201935,2022-23,00,1610612755,PHI,NR,NR,NR,29,31,25,69.0,20,22,40,17,18,17,86,26,31,8,12,56,12,24,24
14,201935,2023-24,00,1610612746,LAC,NR,NR,NR,55,56,55,40.0,37,42,37,25,29,8,103,70,83,21,58,41,43,47,46
