,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1630243,00,0,52,2,641,76,202,0.376,30,110,0.273,27,32,0.844,34,53,87,58,36,19,40,58,209
