,PLAYER_ID,LEAGUE_ID,ORGANIZATION_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1641801,00,0,113,103,3159,472,951,0.496,34,123,0.276,234,336,0.696,256,494,750,135,88,58,184,232,1212
