,PLAYER_ID,GAME_DATE,VS_TEAM_ID,VS_TEAM_CITY,VS_TEAM_NAME,VS_TEAM_ABBREVIATION,STAT,STATS_VALUE,STAT_ORDER,DATE_EST
0,1630678,,0,,,,,0,0,
