,PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1629027,00,0,443,443,15168,3543,8167,0.434,1162,3290,0.353,2942,3370,0.873,281,1294,1575,4302,459,69,1850,765,11190
