,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201142,2009-10,00,1610612760,OKC,NR,NR,NR,61,45,34,60,39,31,59,14,15,15,64,41,47,66,100,29,26,36,53
1,201142,2010-11,00,1610612760,OKC,NR,NR,NR,6,4,5,29,3,2,38,2,3,19,24,4,10,13,13,9,7,4,4
2,201142,2011-12,00,1610612760,OKC,NR,NR,NR,3,2,4,6,2,1,26,2,3,13,47,3,3,8,9,9,4,2,2
3,201142,2012-13,00,1610612760,OKC,NR,NR,NR,22,10,8,29,15,9,52,2,3,20,74,10,15,10,21,18,7,7,9
4,201142,2013-14,00,1610612760,OKC,NR,NR,NR,1,1,1,35,3,2,44,2,2,24,15,2,2,10,10,5,2,1,2
5,201142,2015-16,00,1610612760,OKC,NR,NR,NR,10,4,4,41,11,7,51,1,1,12,39,5,9,11,14,11,4,4,6
6,201142,2016-17,00,1610612744,GSW,NR,NR,NR,13,4,6,9,8,12,16,5,5,11,30,4,6,11,28,4,7,4,3
7,201142,2017-18,00,1610612744,GSW,NR,NR,NR,3,2,2,24,5,5,46,2,2,6,33,4,5,6,19,3,4,2,2
8,201142,2018-19,00,1610612744,GSW,NR,NR,NR,22,9,12,12,13,16,16,4,5,9,143,30,43,21,22,17,8,7,11
9,201142,2020-21,00,1610612751,BKN,NR,NR,NR,21,9,8,16,18,17,26,6,6,21,80,9,14,17,14,5,8,6,8
10,201142,2021-22,00,1610612751,BKN,NR,NR,NR,79,67,58,60,82,84,60,27,28,9,129,83,96,51,92,106,30,58,77
11,201142,2022-23,00,1610612756,PHX,NR,NR,NR,25,13,14,29,36,34,61,5,5,4,75,13,18,18,42,10,11,11,12
12,201142,2023-24,00,1610612756,PHX,NR,NR,NR,85,58,71,9,99,110,15,26,27,26,140,68,84,71,114,41,62,58,65
