,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,201142,2007-08,00,1610612760,SEA,NR,NR,NR,38,18,11,108.0,111,90,117.0,15,18,11,142,90,105,94,64,44,11,21,61
1,201142,2008-09,00,1610612760,OKC,NR,NR,NR,27,6,7,45.0,65,77,14.0,11,10,24,138,35,53,75,25,73,13,5,14
2,201142,2009-10,00,1610612760,OKC,NR,NR,NR,1,1,1,51.0,28,25,75.0,1,1,6,88,17,30,66,19,29,3,1,2
3,201142,2010-11,00,1610612760,OKC,NR,NR,NR,7,5,4,58.0,12,6,91.0,1,3,10,167,21,42,74,49,33,17,1,6
4,201142,2011-12,00,1610612760,OKC,NR,NR,NR,1,1,2,21.0,3,4,37.0,1,3,19,180,7,22,44,21,24,2,1,2
5,201142,2012-13,00,1610612760,OKC,NR,NR,NR,2,3,5,27.0,29,35,19.0,1,2,1,192,7,23,29,24,18,4,1,1
6,201142,2013-14,00,1610612760,OKC,NR,NR,NR,1,1,1,27.0,6,10,33.0,1,1,7,160,12,33,18,28,47,3,1,1
7,201142,2014-15,00,1610612760,OKC,NR,NR,NR,290,164,189,,127,154,,93,121,25,345,205,243,168,291,134,194,148,173
8,201142,2015-16,00,1610612760,OKC,NR,NR,NR,30,4,10,24.0,11,13,31.0,7,10,3,192,11,30,26,83,30,8,3,4
9,201142,2016-17,00,1610612744,GSW,NR,NR,NR,100,26,35,13.0,62,66,51.0,21,26,15,213,20,38,42,93,14,60,25,15
10,201142,2017-18,00,1610612744,GSW,NR,NR,NR,49,12,19,20.0,22,32,18.0,11,15,8,238,25,51,27,143,6,18,9,9
11,201142,2018-19,00,1610612744,GSW,NR,NR,NR,8,4,10,26.0,55,49,87.0,6,8,9,248,28,45,17,115,25,14,6,7
12,201142,2020-21,00,1610612751,BKN,NR,NR,NR,217,78,114,21.0,128,170,7.0,34,40,17,371,99,145,86,278,65,56,64,69
13,201142,2021-22,00,1610612751,BKN,NR,NR,NR,86,15,31,21.0,93,104,52.0,10,14,3,280,40,62,31,156,49,21,12,16
14,201142,2022-23,00,1610612756,PHX,NR,NR,NR,165,46,77,15.0,131,153,31.0,31,37,2,356,70,114,87,226,31,45,42,46
15,201142,2023-24,00,1610612756,PHX,NR,NR,NR,6,6,8,32.0,43,54,25.0,14,16,32,224,24,39,34,70,13,7,7,8
16,201142,2024-25,00,1610612756,PHX,NR,NR,NR,124,42,55,28.0,95,116,36.0,17,21,48,301,62,103,101,224,36,45,43,52
