,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,RANK_MIN,RANK_FGM,RANK_FGA,RANK_FG_PCT,RANK_FG3M,RANK_FG3A,RANK_FG3_PCT,RANK_FTM,RANK_FTA,RANK_FT_PCT,RANK_OREB,RANK_DREB,RANK_REB,RANK_AST,RANK_STL,RANK_BLK,RANK_TOV,RANK_PTS,RANK_EFF
0,203083,2012-13,00,1610612765,DET,NR,NR,NR,224,191,235,,305,354,,233,124,,37,78,61,331,124,22,237,208,138
1,203083,2013-14,00,1610612765,DET,NR,NR,NR,34,33,91,2.0,349,363,,119,41,123.0,1,5,2,308,30,7,116,61,8
2,203083,2014-15,00,1610612765,DET,NR,NR,NR,28,26,43,11.0,381,393,,98,19,125.0,1,3,2,277,68,5,80,45,11
3,203083,2015-16,00,1610612765,DET,NR,NR,NR,22,20,31,13.0,344,361,,52,5,122.0,1,1,1,252,17,19,47,32,10
4,203083,2016-17,00,1610612765,DET,NR,NR,NR,46,35,57,16.0,368,375,,97,36,114.0,1,3,1,208,13,22,49,57,19
5,203083,2017-18,00,1610612765,DET,NR,NR,NR,22,38,55,19.0,445,394,,30,18,104.0,1,1,1,70,20,5,22,47,7
6,203083,2018-19,00,1610612765,DET,NR,NR,NR,14,26,43,22.0,387,344,,37,25,119.0,1,1,1,191,5,6,31,40,8
7,203083,2019-20,00,1610612739,CLE,NR,NR,NR,76,42,61,17.0,372,341,,59,34,117.0,2,4,3,107,6,10,12,64,19
8,203083,2020-21,00,1610612747,LAL,NR,NR,NR,197,110,129,45.0,480,444,,94,52,108.0,16,24,15,198,64,51,53,136,90
9,203083,2021-22,00,1610612751,BKN,NR,NR,NR,192,164,207,,514,511,,167,108,,7,22,13,160,38,29,80,196,73
10,203083,2022-23,00,1610612741,CHI,NR,NR,NR,294,245,281,,492,484,,214,163,,39,64,54,369,160,140,173,260,193
11,203083,2023-24,00,1610612741,CHI,NR,NR,NR,206,160,184,,498,496,,106,69,110.0,4,25,14,349,56,64,152,167,96
12,203083,2024-25,00,1610612755,PHI,NR,NR,NR,240,223,249,,392,375,,180,140,,28,62,46,354,76,179,119,243,193
